Module	SubArea	Screen	RelativePath	Category	Complexity	Score	LegacyBucket	AspxLoc	VbLoc	Controls	Grids	Inputs	Buttons	ProcCount	Writes	ClientAssets	MigratedTo	Procs
Reports	RetailBanking	AllUnpassedReports.aspx	Reports/RetailBanking/AllUnpassedReports.aspx	Report	Report	79.47	Report	63	4079	17	0	5	4	86	yes			pr_b_r_getunauthiwreturncontra;pr_c_r_pacsunpassedreport;pr_c_r_unpasssecuritydetails;pr_imps_r_getunauthimpsrequest;pr_k_r_getunpassbgaccount;pr_k_r_getunpassbgaccountrenewal;pr_k_r_getunpassbgclose;pr_k_r_getunpassbgissue;pr_k_r_getunpasslockeraccchange;pr_k_r_getunpasslockerrental;pr_k_r_getunpasssmsregistration;pr_sh_r_unauthsharedata;pr_x_r_getcheckclearingtransaction;pr_x_r_getunauthlockerreturn;pr_x_r_getunauthspecialinstruction;pr_x_r_getunpassdailysettlement;pr_x_r_getunpassdisputeatmtrans;pr_x_r_getunpassedreportglobalclient;pr_x_r_getunpassgoldloanren;pr_x_r_getunpassholdingamount;pr_x_r_unauthcalldepositacc;pr_x_r_unauthchrrevtran;pr_x_r_unauthclientrekyc;pr_x_r_unauthddcancel;pr_x_r_unauthdeafaccentry;pr_x_r_unauthfdlnsettlement;pr_x_r_unauthfdrtgsprocess;pr_x_r_unauthlncccreccharge;pr_x_r_unpassaccount;pr_x_r_unpassaccountclientupdate;pr_x_r_unpassagclnacccls;pr_x_r_unpassanywheretransactionbatch;pr_x_r_unpassatmrequest;pr_x_r_unpassbatch;pr_x_r_unpasscardrequest;pr_x_r_unpasscashbatch;pr_x_r_unpasscashiertransaction;pr_x_r_unpasscashremittanceorderdetails;pr_x_r_unpassccaddlimit;pr_x_r_unpasschequebookrequest;pr_x_r_unpasschequeissuetransaction;pr_x_r_unpasschqrevstoppay;pr_x_r_unpasschqstoppayment;pr_x_r_unpassclearingtransaction;pr_x_r_unpassdividendtransaction;pr_x_r_unpassdormantreport;pr_x_r_unpassecstrans;pr_x_r_unpassedccodenhancementreport;pr_x_r_unpassedccrenewalaccountsreport;pr_x_r_unpassedloanenhancementreport;pr_x_r_unpassedpigmyaccountclosingreport;pr_x_r_unpassedrdaccountclosingreport;pr_x_r_unpassedsavingaccounttransaction;pr_x_r_unpassfdpayablecashpayment;pr_x_r_unpassfdrenewaltransaction;pr_x_r_unpassfdrtransaction;pr_x_r_unpassibttransaction;pr_x_r_unpassinvestment;pr_x_r_unpassinwardclearinglottransaction;pr_x_r_unpassinwardreturntransaction;pr_x_r_unpasslnpredisbchargesdetails;pr_x_r_unpassloandisbursment;pr_x_r_unpasslockerissuetransaction;pr_x_r_unpasslockervisitent;pr_x_r_unpassmergeclientreport;pr_x_r_unpassnpacalclockdetails;pr_x_r_unpassnpcialldispute;pr_x_r_unpasspacsmanualorautorecovery;pr_x_r_unpasspigmyclientaccpartial;pr_x_r_unpasspigmytransaction;pr_x_r_unpassposecomntslsettl;pr_x_r_unpassrtgsneftoutwardtransaction;pr_x_r_unpassrtgspaymentbatchreport;pr_x_r_unpassrtgsreturnandcashremreceipt;pr_x_r_unpassschemeapyorpmjjbyorpmsby;pr_x_r_unpasssharesapplication;pr_x_r_unpasssignatureimage;pr_x_r_unpassstandinginstructionschedule;pr_x_r_unpassstatusmodacc;pr_x_r_unpassstockdetails;pr_x_r_unpasstdscashrevtransaction;pr_x_r_unpasstdsexceptioninfo;pr_x_r_unpasstdsreversalprovision;pr_x_r_unpasstransaction;pr_x_unpassedsicancel;pr_x_unpassedsitransctions
Reports	RetailBanking	ATMAccMismatchTran.aspx	Reports/RetailBanking/ATMAccMismatchTran.aspx	Report	Report	2.25	Report	79	188	10	0	1	3	1	yes			pr_x_r_atmaccmismatchtran
Reports	RetailBanking	ATMDisputeReport.aspx	Reports/RetailBanking/ATMDisputeReport.aspx	Report	Report	1.69	Report	50	115	8	0	0	2	1				pr_x_r_atmdisputereport
Reports	RetailBanking	ATMReports.aspx	Reports/RetailBanking/ATMReports.aspx	Report	Report	6.75	Report	217	593	25	0	4	2	3	yes			pr_atm_r_gettran;pr_x_getatmrequestreport;pr_x_r_atmcarddetailsreport
Reports	RetailBanking	b_AccStatementPrintDialog.aspx	Reports/RetailBanking/b_AccStatementPrintDialog.aspx	Report	Report	5.13	Report	137	158	17	2	0	0	3	yes			pr_b_getaccstatementprinting;pr_b_getallbranchclient;pr_g_getclientdetail
Reports	RetailBanking	b_BankVariableDet.aspx	Reports/RetailBanking/b_BankVariableDet.aspx	Report	Report	1.33	Report	25	103	1	0	0	0	1				pr_b_getbankvariabledetail
Reports	RetailBanking	BalanceCertificate.aspx	Reports/RetailBanking/BalanceCertificate.aspx	Report	Report	6.12	Report	222	564	29	0	7	7	2				pr_x_getglobalclient;pr_x_r_balancecertificate
Reports	RetailBanking	BookBalanceCertificateReport.aspx	Reports/RetailBanking/BookBalanceCertificateReport.aspx	Report	Report	9.21	Report	108	530	27	2	6	6	5	yes			pr_g_getconsbranches;pr_rp_getsqbranchname;pr_x_getbookbalancecertificate;pr_x_getbookbalancecertificatecons;pr_x_getbookbalatsetting
Reports	RetailBanking	BranchReconciliationSummary.aspx	Reports/RetailBanking/BranchReconciliationSummary.aspx	Report	Report	4.59	Report	51	442	11	0	2	2	2	yes			pr_x_r_getreconciliationdetails;pr_x_r_getreconciliationsummary
Reports	RetailBanking	c_LoanAbstractReport.aspx	Reports/RetailBanking/c_LoanAbstractReport.aspx	Report	Report	2.85	Report	42	200	8	0	2	2	2	yes			pr_c_getabstractloandetails;pr_g_getconsbranches
Reports	RetailBanking	CashLimitDetails.aspx	Reports/RetailBanking/CashLimitDetails.aspx	Report	Report	3.0	Report	84	210	10	0	3	2	2	yes			pr_g_getconsbranches;pr_x_r_getcashlimitdetailscons
Reports	RetailBanking	CashPosition.aspx	Reports/RetailBanking/CashPosition.aspx	Report	Report	2.14	Report	54	135	16	0	4	4	1				pr_b_getcashposition
Reports	RetailBanking	CashRemittanceReport.aspx	Reports/RetailBanking/CashRemittanceReport.aspx	Report	Report	2.08	Report	55	150	12	0	4	2	1	yes			pr_x_r_getcashremittanceorder
Reports	RetailBanking	CashTDSReport.aspx	Reports/RetailBanking/CashTDSReport.aspx	Report	Report	2.47	Report	57	136	9	0	2	2	2	yes			pr_g_getconsbranches;pr_x_r_gettdsoncashdetails
Reports	RetailBanking	ChargesRecReport.aspx	Reports/RetailBanking/ChargesRecReport.aspx	Report	Report	3.41	Report	94	266	11	0	2	2	2	yes			pr_g_getconsbranches;pr_x_r_getrecoveredcharges
Reports	RetailBanking	ChargesRecRpt.aspx	Reports/RetailBanking/ChargesRecRpt.aspx	Report	Report	2.03	Report	54	167	8	0	1	2	1	yes			pr_x_r_getchargesrec
Reports	RetailBanking	ChargesReport.aspx	Reports/RetailBanking/ChargesReport.aspx	Report	Report	7.66	Report	161	663	36	0	10	4	3	yes			pr_x_r_atmchargesreport;pr_x_r_getchargestypereport;pr_x_r_pigmytoloanchargesreport
Reports	RetailBanking	ClientAccountInfo.aspx	Reports/RetailBanking/ClientAccountInfo.aspx	Report	Report	4.11	Report	145	317	20	0	6	5	2				pr_x_getglobalclient;pr_x_r_getclientfdloandetailinfo
Reports	RetailBanking	ClientModLog.aspx	Reports/RetailBanking/ClientModLog.aspx	Report	Report	3.21	Report	128	211	15	0	2	5	2	yes			pr_b_clientmodlog;pr_x_getglobalclient
Reports	RetailBanking	ClientWithTerrorist.aspx	Reports/RetailBanking/ClientWithTerrorist.aspx	Report	Report	1.52	Report	30	102	6	0	0	2	1				pr_x_r_getclientmatchtererrorist
Reports	RetailBanking	ComparativeChartReport.aspx	Reports/RetailBanking/ComparativeChartReport.aspx	Report	Report	1.92	Report	71	138	10	0	1	3	1				pr_x_r_getcompprogress
Reports	RetailBanking	CounterfeitNotesReceipt.aspx	Reports/RetailBanking/CounterfeitNotesReceipt.aspx	Report	Report	8.97	Report	107	625	25	1	2	4	5	yes			pr_g_getconsbranches;pr_x_counterfeitbanknote;pr_x_getcounterfeitcons;pr_x_getcounterfeitreceipt;pr_x_r_getccr_xmlfile
Reports	RetailBanking	CTR.aspx	Reports/RetailBanking/CTR.aspx	Report	Report	26.7	Report	402	2181	94	3	4	47	10	yes			pr_bw_addtoquectrntrtemplate;pr_bw_getprocessstatusctrntr;pr_x_r_ctraccountsave;pr_x_r_ctrtemplate;pr_x_r_ctrtemplatecons;pr_x_r_getctrdatafileconsjson;pr_x_r_getctrdatafileconsv1;pr_x_r_getctrhistory;pr_x_r_getntrdatafileconsjson;pr_x_r_getntrdatafileconsv1
Reports	RetailBanking	CTR_V1.aspx	Reports/RetailBanking/CTR_V1.aspx	Report	Report	10.79	Report	330	718	50	2	7	15	4	yes			pr_x_r_ctrtemplate;pr_x_r_ctrtemplatecons;pr_x_r_getctrdatafileconsv1;pr_x_r_getntrdatafilecons
Reports	RetailBanking	CustAccInfoPrint.aspx	Reports/RetailBanking/CustAccInfoPrint.aspx	Report	Report	14.04	Report	229	1272	34	0	4	5	7	yes			pr_g_getconsbranches;pr_g_getcustomerinfotoprint;pr_g_getdailydepagentinfotoprint;pr_g_getdepaccinfotoprint;pr_g_getloanccaccinfotoprint;pr_g_getrecacccustdet;pr_x_getglobalclient
Reports	RetailBanking	DataComareReports.aspx	Reports/RetailBanking/DataComareReports.aspx	Report	Report	2.81	Report	61	182	10	0	3	2	2	yes			pr_g_getconsbranches;pr_x_r_getadvdepdatavar
Reports	RetailBanking	DayWiseInterestProduct.aspx	Reports/RetailBanking/DayWiseInterestProduct.aspx	Report	Report	8.38	Report	241	399	48	4	3	9	1	yes			pr_x_r_getdaywiseintproduct
Reports	RetailBanking	DemandCollection.aspx	Reports/RetailBanking/DemandCollection.aspx	Report	Report	2.4	Report	70	222	8	0	3	2	1	yes			pr_x_r_getdemandcollectionv1cons
Reports	RetailBanking	DemandCollectionBalanceDCCYearly.aspx	Reports/RetailBanking/DemandCollectionBalanceDCCYearly.aspx	Report	Report	2.53	Report	80	241	8	0	2	2	1	yes			pr_x_r_demandcollectionbalancedccyearly
Reports	RetailBanking	DemandGenerationReport.aspx	Reports/RetailBanking/DemandGenerationReport.aspx	Report	Report	2.65	Report	67	170	8	0	2	3	2	yes			pr_g_getconsbranches;pr_x_r_demandgenerationreport
Reports	RetailBanking	DepAdvInterestLog.aspx	Reports/RetailBanking/DepAdvInterestLog.aspx	Report	Report	3.65	Report	52	211	11	0	3	2	3	yes			pr_g_getconsbranches;pr_x_r_getfdrdintlog;pr_x_r_getlnccintlog
Reports	RetailBanking	DepAdvQtrAnnex.aspx	Reports/RetailBanking/DepAdvQtrAnnex.aspx	Report	Report	2.52	Report	39	156	7	0	2	2	2	yes			pr_g_getconsbranches;pr_x_r_getdepadvqtrannex
Reports	RetailBanking	DepositRatePeriodWise.aspx	Reports/RetailBanking/DepositRatePeriodWise.aspx	Report	Report	4.3	Report	86	291	14	0	4	4	3	yes			pr_g_getconsbranches;pr_x_r_depositperiodwisecons;pr_x_r_depositratewisecons
Reports	RetailBanking	DocumentExpiryReport.aspx	Reports/RetailBanking/DocumentExpiryReport.aspx	Report	Report	2.91	Report	47	209	8	0	2	2	2	yes			pr_c_r_getdocexpiryacclist;pr_g_getconsbranches
Reports	RetailBanking	ExceptionalReport.aspx	Reports/RetailBanking/ExceptionalReport.aspx	Report	Report	3.32	Report	70	270	8	0	3	2	2	yes			pr_g_getconsbranches;pr_x_r_getexceptionaldatacons
Reports	RetailBanking	ExcessCashReport.aspx	Reports/RetailBanking/ExcessCashReport.aspx	Report	Report	2.54	Report	55	147	9	0	3	2	2	yes			pr_g_getconsbranches;pr_x_r_excesscashreport
Reports	RetailBanking	FDMatNotPaidsummary.aspx	Reports/RetailBanking/FDMatNotPaidsummary.aspx	Report	Report	2.51	Report	41	149	8	0	2	2	2	yes			pr_d_r_fdmatnotpaidbycategory;pr_g_getconsbranches
Reports	RetailBanking	FDRenewalReport.aspx	Reports/RetailBanking/FDRenewalReport.aspx	Report	Report	2.44	Report	63	204	12	0	3	2	1	yes			pr_x_r_getfdrenewallog
Reports	RetailBanking	Form60.aspx	Reports/RetailBanking/Form60.aspx	Report	Report	8.93	Report	180	596	29	1	4	7	5	yes			pr_g_getconsbranches;pr_x_getdetailsformarkingform6061;pr_x_r_getdetailsform60updatereport;pr_x_r_getform60;pr_x_r_getform60_csv
Reports	RetailBanking	FutureIntNotice.aspx	Reports/RetailBanking/FutureIntNotice.aspx	Report	Report	3.49	Report	93	266	13	0	3	2	2	yes			pr_g_getconsbranches;pr_x_r_getfutureintnoticedata
Reports	RetailBanking	FutureIntNoticeV1.aspx	Reports/RetailBanking/FutureIntNoticeV1.aspx	Report	Report	3.05	Report	88	218	10	0	2	2	2	yes			pr_g_getconsbranches;pr_x_r_getfutureintnoticedatav1
Reports	RetailBanking	GDCCStatements.aspx	Reports/RetailBanking/GDCCStatements.aspx	Report	Report	18.92	Report	378	1146	27	0	5	3	17	yes			pr_g_getconsbranches;pr_x_r_atmcardreport;pr_x_r_gdcccashbalancereport;pr_x_r_gdccitcashdeposit;pr_x_r_gdccitreport;pr_x_r_gdccittermdeposit;pr_x_r_gdccmaturitypatern;pr_x_r_gdccmaturitypaterncons;pr_x_r_gdccstatement11;pr_x_r_gdccstatement18a;pr_x_r_gdccstatement18acons;pr_x_r_gdccstatement18b;pr_x_r_gdccstatement18bcons;pr_x_r_gdccstatement18c;pr_x_r_gdccstatement18ccons;pr_x_r_gdccstatement5;pr_x_r_gdccstatement6
Reports	RetailBanking	GeneralLedgerConsolidation.aspx	Reports/RetailBanking/GeneralLedgerConsolidation.aspx	Report	Report	3.81	Report	108	272	15	1	5	2	1	yes			pr_x_r_generalledgerconsv1
Reports	RetailBanking	GeneralLedgerReport.aspx	Reports/RetailBanking/GeneralLedgerReport.aspx	Report	Report	3.85	Report	86	302	16	0	4	3	2	yes			pr_x_r_generalledger;pr_x_r_getaccountheads
Reports	RetailBanking	GoldSecurityReport.aspx	Reports/RetailBanking/GoldSecurityReport.aspx	Report	Report	4.35	Report	106	407	11	0	2	2	2	yes			pr_c_r_getgoldsecuritydet;pr_g_getconsbranches
Reports	RetailBanking	HOBalance.aspx	Reports/RetailBanking/HOBalance.aspx	Report	Report	4.7	Report	122	285	25	0	6	4	3				pr_r_x_positionatglance;pr_x_r_getbranchstatusreport;pr_x_r_gethobalancereport
Reports	RetailBanking	IBTMisTranReport.aspx	Reports/RetailBanking/IBTMisTranReport.aspx	Report	Report	2.09	Report	53	188	6	0	2	2	1	yes			pr_x_r_ibttranmismatchreport
Reports	RetailBanking	IncomeGSTReport.aspx	Reports/RetailBanking/IncomeGSTReport.aspx	Report	Report	3.59	Report	69	202	11	0	4	2	3	yes			pr_g_getconsbranches;pr_x_r_getincomegstdata;pr_x_r_getincomegstdataclient
Reports	RetailBanking	InterestCalcLogReport.aspx	Reports/RetailBanking/InterestCalcLogReport.aspx	Report	Report	3.61	Report	113	301	25	0	4	2	1				pr_x_lnccintcalcverification
Reports	RetailBanking	IntPaidPayRecdRecReport.aspx	Reports/RetailBanking/IntPaidPayRecdRecReport.aspx	Report	Report	2.84	Report	58	186	10	0	2	2	2	yes			pr_g_getconsbranches;pr_x_r_getintpaidpayrecdrec
Reports	RetailBanking	IntSubventionReport.aspx	Reports/RetailBanking/IntSubventionReport.aspx	Report	Report	2.59	Report	47	161	8	0	2	2	2	yes			pr_g_getconsbranches;pr_x_r_msmesubventiondata
Reports	RetailBanking	JLGReports.aspx	Reports/RetailBanking/JLGReports.aspx	Report	Report	11.39	Report	200	652	26	0	4	2	10	yes			pr_b_getagentlist;pr_b_getgroup;pr_b_getmfarea;pr_b_getmfcrofficer;pr_g_getconsbranches;pr_x_r_getjlgagentaccdet;pr_x_r_getjlgagentkotakinsdet;pr_x_r_getjlgagentmonitoringdet;pr_x_r_getjlgagentnpadet;pr_x_r_getjlgagentoddet
Reports	RetailBanking	JLGReports_export.aspx	Reports/RetailBanking/JLGReports_export.aspx	Report	Report	0.87	Report	16	131	0	0	0	0	0				
Reports	RetailBanking	KeyFactStatement.aspx	Reports/RetailBanking/KeyFactStatement.aspx	Report	Report	2.78	Report	80	273	9	0	2	3	1				pr_x_r_getkeyfactstatementdet
Reports	RetailBanking	KycComplianceReport.aspx	Reports/RetailBanking/KycComplianceReport.aspx	Report	Report	8.63	Report	109	701	24	0	7	4	5	yes			pr_g_getconsbranches;pr_x_r_getaadhardetails;pr_x_r_getkyccompliance;pr_x_r_getpandetails;pr_x_r_kycreviewpendingdetailscons
Reports	RetailBanking	LedgerViewLogReport.aspx	Reports/RetailBanking/LedgerViewLogReport.aspx	Report	Report	3.49	Report	81	278	11	0	2	2	2	yes			pr_g_getconsbranches;pr_x_r_getledgerviewlogdet
Reports	RetailBanking	LegalActionTakenReport.aspx	Reports/RetailBanking/LegalActionTakenReport.aspx	Report	Report	2.82	Report	76	165	13	0	4	2	2	yes			pr_g_getconsbranches;pr_hd_r_legalactiontakencons
Reports	RetailBanking	LiabilityVerification.aspx	Reports/RetailBanking/LiabilityVerification.aspx	Report	Report	12.93	Report	319	1321	43	0	11	10	4	yes			pr_x_getglobalclient;pr_x_r_liabilityverificationreport;pr_x_r_loanfactsheetreport;pr_x_r_loansactionreport
Reports	RetailBanking	LNAccExceedingLTVRatioReport.aspx	Reports/RetailBanking/LNAccExceedingLTVRatioReport.aspx	Report	Report	1.85	Report	52	139	8	0	2	2	1	yes			pr_al_getgoldltv
Reports	RetailBanking	LNCCRecoveryReport.aspx	Reports/RetailBanking/LNCCRecoveryReport.aspx	Report	Report	11.37	Report	182	1112	39	0	5	7	4	yes			pr_c_r_loanrecgetunrenewccod;pr_g_getconsbranches;pr_x_r_loanrecgetnpamovement;pr_x_r_loanrecgetodsumbybrcoa
Reports	RetailBanking	LNPostDatedChqReport.aspx	Reports/RetailBanking/LNPostDatedChqReport.aspx	Report	Report	2.38	Report	84	225	7	0	0	2	1	yes			pr_x_r_lnpostdatedchq
Reports	RetailBanking	LoanAccChargeNotedReport.aspx	Reports/RetailBanking/LoanAccChargeNotedReport.aspx	Report	Report	2.72	Report	62	276	7	0	2	2	1	yes			pr_x_r_getloanaccwithchargenoted
Reports	RetailBanking	LoanAccountStatement.aspx	Reports/RetailBanking/LoanAccountStatement.aspx	Report	Report	42.28	Report	422	3942	55	0	7	6	23	yes			pr_b_getchargesamount;pr_c_getsecinsurance;pr_g_getconsbranches;pr_saveaccstatementlog;pr_x_chargesposting_ho;pr_x_chargesposting_trf;pr_x_duplicateservicecharges;pr_x_genledgerviewlog;pr_x_getaccountnumber;pr_x_getloanaccountdetails;pr_x_getloanaccountdetailsv1;pr_x_getloanaccountdetailsv2;pr_x_getloanaccountdetailsv5;pr_x_getservicecharges;pr_x_r_accstmntcustodetails;pr_x_r_getclientaddress;pr_x_r_getflexiaccountdetails;pr_x_r_getflexiaccountno;pr_x_r_getintloanaccstatement;pr_x_r_getotherreceivable;pr_x_r_ledger;pr_x_r_ledger_loanaccstatement;pr_x_saveemailaccstmreq
Reports	RetailBanking	LoanBalancingReport.aspx	Reports/RetailBanking/LoanBalancingReport.aspx	Report	Report	4.51	Report	96	275	22	0	5	4	3	yes			pr_g_getconsbranches;pr_x_r_loanbalancing;pr_x_r_loanbalancingcons
Reports	RetailBanking	LoanDepositIntSlab.aspx	Reports/RetailBanking/LoanDepositIntSlab.aspx	Report	Report	3.88	Report	104	336	11	0	2	2	2	yes			pr_c_r_getloanondepositintslab;pr_g_getconsbranches
Reports	RetailBanking	LoanInsuranceReport.aspx	Reports/RetailBanking/LoanInsuranceReport.aspx	Report	Report	3.43	Report	68	286	8	0	2	2	2	yes			pr_g_getconsbranches;pr_x_getloaninsurancedetails
Reports	RetailBanking	LoanInterestCalculationDataChecking.aspx	Reports/RetailBanking/LoanInterestCalculationDataChecking.aspx	Report	Report	4.11	Report	117	263	14	0	2	2	3	yes			pr_c_getloanccfdintcalcdata;pr_c_npastatusandrecovery;pr_g_getconsbranches
Reports	RetailBanking	LoanOstODReport.aspx	Reports/RetailBanking/LoanOstODReport.aspx	Report	Report	9.32	Report	180	576	27	1	6	2	6	yes			pr_b_getloanostodhead;pr_g_getconsbranches;pr_g_getpacsdetails;pr_x_r_getlnadvmonthlystmt;pr_x_r_getlnadvodclassification;pr_x_r_getlnadvsandisbostsummary
Reports	RetailBanking	LoanReport.aspx	Reports/RetailBanking/LoanReport.aspx	Report	Report	13.21	Report	289	1274	28	0	12	3	6	yes			pr_d_r_tds26qforperiodreports;pr_g_getconsbranches;pr_x_duplicateservicecharges;pr_x_getglobalclient;pr_x_r_gettdsdeductionreport;pr_x_r_loansanctionauthorityreport
Reports	RetailBanking	MinorTurnMajorLetter.aspx	Reports/RetailBanking/MinorTurnMajorLetter.aspx	Report	Report	1.74	Report	63	129	7	0	1	2	1				pr_x_r_getminorturnmajorletter
Reports	RetailBanking	MMSInwOutTranReport.aspx	Reports/RetailBanking/MMSInwOutTranReport.aspx	Report	Report	3.0	Report	105	198	12	0	6	2	2	yes			pr_g_getconsbranches;pr_x_r_mmsinwouttranreport
Reports	RetailBanking	MstClsAdv.aspx	Reports/RetailBanking/MstClsAdv.aspx	Report	Report	3.96	Report	66	318	16	0	4	4	2	yes			pr_g_getconsbranches;pr_x_r_mstclsadv
Reports	RetailBanking	NetWorthReport.aspx	Reports/RetailBanking/NetWorthReport.aspx	Report	Report	7.36	Report	133	564	25	1	3	6	3	yes			pr_b_networthrptcoamap;pr_g_getconsbranches;pr_x_r_networthreport
Reports	RetailBanking	NODCStatement.aspx	Reports/RetailBanking/NODCStatement.aspx	Report	Report	2.57	Report	47	169	6	0	2	2	2	yes			pr_g_getconsbranches;pr_x_r_nodcstatement
Reports	RetailBanking	NonOperationAccPostReport.aspx	Reports/RetailBanking/NonOperationAccPostReport.aspx	Report	Report	2.89	Report	47	218	6	0	2	2	2	yes			pr_g_getconsbranches;pr_x_r_nonoperationaccpostreport
Reports	RetailBanking	NRLMReports.aspx	Reports/RetailBanking/NRLMReports.aspx	Report	Report	2.22	Report	67	159	14	0	1	2	1				pr_x_getnrlmdata
Reports	RetailBanking	ODCustRptRtdDate.aspx	Reports/RetailBanking/ODCustRptRtdDate.aspx	Report	Report	2.41	Report	105	211	10	0	1	2	1				pr_x_r_odcustrptrtddate
Reports	RetailBanking	PacsAccStatement.aspx	Reports/RetailBanking/PacsAccStatement.aspx	Report	Report	4.64	Report	97	348	13	0	3	2	3	yes			pr_g_getconsbranches;pr_g_getpacsaccstmtpacs;pr_x_r_pacsaccstatement
Reports	RetailBanking	PigmyAccReceipt.aspx	Reports/RetailBanking/PigmyAccReceipt.aspx	Report	Report	3.26	Report	77	255	9	0	1	2	2	yes			pr_b_r_getpigmycertdet;pr_g_getconsbranches
Reports	RetailBanking	PoliceCaseReports.aspx	Reports/RetailBanking/PoliceCaseReports.aspx	Report	Report	1.63	Report	47	89	11	0	2	2	1				pr_lg_r_policecasereports
Reports	RetailBanking	PolicyReport.aspx	Reports/RetailBanking/PolicyReport.aspx	Report	Report	11.71	Report	393	1006	35	0	9	4	6	yes			pr_c_r_getinsuranceduedatedairy;pr_c_r_getinsuranceduedateover;pr_c_r_getinsuranceragister;pr_c_r_getsecinsurancedetails;pr_g_getconsbranches;pr_x_duplicateservicecharges
Reports	RetailBanking	PreDisbInfoReport.aspx	Reports/RetailBanking/PreDisbInfoReport.aspx	Report	Report	3.73	Report	79	307	12	0	3	2	2	yes			pr_g_getconsbranches;pr_x_r_predisbinforeport
Reports	RetailBanking	PrioritySectorAndWeakerSectionReport.aspx	Reports/RetailBanking/PrioritySectorAndWeakerSectionReport.aspx	Report	Report	4.91	Report	68	406	10	0	3	2	3				pr_c_r_prioritysectorandweakersection;pr_x_r_calldepositaccounts;pr_x_r_prioritysectorandweakersectionsummary
Reports	RetailBanking	ProjectionReport.aspx	Reports/RetailBanking/ProjectionReport.aspx	Report	Report	15.18	Report	497	1089	98	2	5	7	4	yes			pr_x_r_projectioncalculate;pr_x_r_projectiondeposit;pr_x_r_projectioninvestment;pr_x_r_projectionloan
Reports	RetailBanking	RDInstReport.aspx	Reports/RetailBanking/RDInstReport.aspx	Report	Report	3.87	Report	80	359	7	0	2	2	2	yes			pr_g_getconsbranches;pr_x_r_getrdinstdata
Reports	RetailBanking	ReducingLimitReport.aspx	Reports/RetailBanking/ReducingLimitReport.aspx	Report	Report	2.81	Report	103	271	10	0	0	2	1				pr_x_r_getreducinglimit
