Module	SubArea	Screen	RelativePath	Category	Complexity	Score	LegacyBucket	AspxLoc	VbLoc	Controls	Grids	Inputs	Buttons	ProcCount	Writes	ClientAssets	MigratedTo	Procs
Reports	RetailBanking/RBI Group/RBIStatement1to10/RBIAuditASReports	RBIAdditionalStatementReoprts.aspx	Reports/RetailBanking/RBI Group/RBIStatement1to10/RBIAuditASReports/RBIAdditionalStatementReoprts.aspx	Report	Report	7.29	Report	207	446	63	0	2	2	3	yes			pr_g_checkisfinalreport;pr_g_checkreportexist;pr_rbi_as_getrbiasstatements
Reports	RetailBanking/RBI Group/RBIStatement1to10/RBIAuditASReports	RBIAS19Slab.aspx	Reports/RetailBanking/RBI Group/RBIStatement1to10/RBIAuditASReports/RBIAS19Slab.aspx	Report	Report	7.27	Report	116	713	13	1	1	3	2	yes			pr_rbi_as19_slabdata;pr_rbi_as19_slabdatasave
Reports	RetailBanking/RTGS	RTGSBatchReport.aspx	Reports/RetailBanking/RTGS/RTGSBatchReport.aspx	Report	Report	2.8	Report	91	282	8	0	2	2	1	yes			pr_x_r_getrtgsbatchreport
Reports	RetailBanking/RTGS	RTGSOwUnAuthorized.aspx	Reports/RetailBanking/RTGS/RTGSOwUnAuthorized.aspx	Report	Report	2.92	Report	55	192	11	0	5	2	2	yes			pr_g_getconsbranches;pr_x_r_rtgsowunauthreport
Reports	RetailBanking/RTGS	RTGSReportoptions.aspx	Reports/RetailBanking/RTGS/RTGSReportoptions.aspx	Report	Report	11.99	Report	252	688	50	0	11	3	9	yes			pr_g_getconsbranches;pr_x_r_getrtgsneftfilename;pr_x_r_getrtgsneftiftassreport;pr_x_r_getrtgsneftreport;pr_x_r_getrtgsneftreportcd;pr_x_r_getrtgsneftreportcons;pr_x_r_getrtgsneftreportgdcc;pr_x_r_getrtgsneftreportinward;pr_x_r_getrtgsneftsummeryreport
Reports	RetailBanking/RTGS	x_RTGSRetMarkReport.aspx	Reports/RetailBanking/RTGS/x_RTGSRetMarkReport.aspx	Report	Report	2.03	Report	58	167	8	0	2	2	1				pr_x_r_getrtgsretmarkdetail
Reports	RetailBanking/RTGS	x_RTGSTranSummary.aspx	Reports/RetailBanking/RTGS/x_RTGSTranSummary.aspx	Report	Report	5.53	Report	76	386	14	0	5	2	4	yes			pr_g_getconsbranches;pr_x_r_getrtgsneftfilename;pr_x_r_rtgstransummary;pr_x_r_rtgstransummary_v1
Reports	RetailBanking/STR	STRKYCDetailsPopUp.aspx	Reports/RetailBanking/STR/STRKYCDetailsPopUp.aspx	Report	Report	2.37	Report	124	103	7	1	0	0	1				pr_str_getkycdetails
Reports	RetailBanking/STR/Version2	STR.aspx	Reports/RetailBanking/STR/Version2/STR.aspx	Report	Report	14.69	Report	326	1165	58	2	4	35	5	yes			pr_bw_addtoquestrtemplate;pr_bw_getprocessstatusstr;pr_x_r_getstr_xmlfile;pr_x_r_getstrdatafileconsjson;pr_x_r_getstrdatafileconsv1
Reports	RetailBanking/TDS	Form15GHReportXML.aspx	Reports/RetailBanking/TDS/Form15GHReportXML.aspx	Report	Report	12.6	Report	131	1014	46	2	1	7	4	yes			pr_g_getconsbranches;pr_r_form15gh_csvfomat;pr_r_form15gh_xml;pr_r_form15gh_xml_report
Reports	RetailBanking/TDS	TDSDetailsSummaryReport.aspx	Reports/RetailBanking/TDS/TDSDetailsSummaryReport.aspx	Report	Report	30.53	Report	487	3283	66	0	22	6	10	yes			pr_b_getclientdetail_pan;pr_b_r_tdsapplicableclientdetails;pr_d_r_tds26qreports;pr_d_r_tdssummryreport;pr_r_x_form15gh;pr_x_getrecordsfortdscertificate;pr_x_r_clienttdsdetailsreport;pr_x_r_closeaccounttdsdetails;pr_x_r_gettdsceritificatenew;pr_x_r_tdsexemptionlogreport
Reports	RetailBanking/TDS	TDSReversalReportOption.aspx	Reports/RetailBanking/TDS/TDSReversalReportOption.aspx	Report	Report	1.83	Report	68	137	8	0	1	2	1	yes			pr_x_r_tdsreversaldetails
Reports	RetailBanking/Transaction	TransactionReportSettings.aspx	Reports/RetailBanking/Transaction/TransactionReportSettings.aspx	Report	Report	14.21	Report	315	1016	36	0	10	4	10	yes			pr_g_getconsbranches;pr_x_getworkingdate;pr_x_r_exceptionaltransactions;pr_x_r_getagentinfo;pr_x_r_getagenttransactionchartunposted;pr_x_r_gettransactionsourcelist;pr_x_r_gettransactionsourcewiselist;pr_x_r_passingscrolldetail;pr_x_r_transactionexception;pr_x_r_unpasscashiertransaction
Reports	RetailBanking/Transaction	TransactionSourceReport.aspx	Reports/RetailBanking/Transaction/TransactionSourceReport.aspx	Report	Report	4.79	Report	109	365	14	0	3	2	3	yes			pr_g_getconsbranches;pr_x_r_gettransactionsourcelist;pr_x_r_gettransactionsourcewiselist
Reports	RetailBanking/user_worksheet	user_worksheet_report_option.aspx	Reports/RetailBanking/user_worksheet/user_worksheet_report_option.aspx	Report	Report	6.87	Report	234	467	34	0	14	3	4	yes			pr_b_r_user_monthly_achievement_report;pr_b_user_monthly_target_form_op;pr_b_usersheet_form_op;pr_g_getconsbranches
Reports	RetailBanking/UtilityReports	SocietyMiscReports.aspx	Reports/RetailBanking/UtilityReports/SocietyMiscReports.aspx	Report	Report	3.49	Report	57	272	12	0	1	2	2				pr_rp_societychairmanreportv2;pr_rp_societycomparativeanalysisreport
Reports	RetailBanking/UtilityReports	UtilityReports.aspx	Reports/RetailBanking/UtilityReports/UtilityReports.aspx	Report	Report	34.78	Report	210	1725	27	0	6	3	37	yes			pr_g_checkisfinalreport;pr_g_checkreportexist;pr_rp_dailycallnoticemoney;pr_rp_dcc_branchwisedepoadv;pr_rp_dcc_fn_ndtl;pr_rp_dcc_ndtl;pr_rp_dcc_qtr;pr_rp_earlywarningsignal;pr_rp_fmr1;pr_rp_fmr3;pr_rp_getutilityreport;pr_rp_rbibalancesheet;pr_rp_rbibalancesheetv1;pr_rp_reportdesign;pr_rp_reportitemsvaluewithreportdate;pr_rp_soccrrslrvaluessave;pr_rp_societycrar;pr_rp_societycrrslr;pr_rp_societycrrslrregister;pr_rp_societymis;pr_rp_urb_ndtl;pr_rp_xbrl_crrslr;pr_rp_xbrl_psws;pr_st_getsqreportname;pr_st_rptitemsvalwithrptdatecons;pr_st_statement2;pr_st_statement2cons;pr_st_statement3;pr_st_statement3cons;pr_st_statement4;pr_st_statement4cons;pr_st_statement5;pr_st_statement5cons;pr_st_statement8cons;pr_x_r_getalrabrcons;pr_x_r_getmisrcons;pr_x_r_getoss8report
Reports	RetailBanking/XBRL	rp_XBRL_AccountCategoryMapping.aspx	Reports/RetailBanking/XBRL/rp_XBRL_AccountCategoryMapping.aspx	Report	Report	5.78	Report	227	471	26	2	6	8	0	yes			
Reports	RetailBanking/XBRL	XBRL.aspx	Reports/RetailBanking/XBRL/XBRL.aspx	Report	Report	30.29	Report	151	2258	36	0	3	6	23	yes			pr_g_checkisfinalreport;pr_g_checkreportexist;pr_rp_xbrl_adv_inv;pr_rp_xbrl_alm;pr_rp_xbrl_crar;pr_rp_xbrl_crilc;pr_rp_xbrl_dcm;pr_rp_xbrl_form_1;pr_rp_xbrl_form_ii;pr_rp_xbrl_form_viii;pr_rp_xbrl_formix;pr_rp_xbrl_oss4;pr_rp_xbrl_oss_1;pr_rp_xbrl_oss_2;pr_rp_xbrl_oss_3;pr_rp_xbrl_oss_5;pr_rp_xbrl_oss_6;pr_rp_xbrl_oss_8;pr_rp_xbrl_psws;pr_rp_xbrl_psws_i;pr_rp_xbrl_psws_ii;pr_rp_xbrl_psws_ii_qtr;pr_rp_xbrl_soi
Reports	RetailBanking/XBRL	XBRL_SignatoryPopUp.aspx	Reports/RetailBanking/XBRL/XBRL_SignatoryPopUp.aspx	Report	Report	6.09	Report	176	554	10	1	2	2	2	yes			pr_rp_xbrl_footerdata;pr_rp_xbrl_footerdatasave
Reports	RetailBanking/XBRL	XBRLOSS8GeneralProfile.aspx	Reports/RetailBanking/XBRL/XBRLOSS8GeneralProfile.aspx	Report	Report	13.0	Report	184	1422	48	2	8	10	0	yes			
Reports	SHGReport	SHGReport.aspx	Reports/SHGReport/SHGReport.aspx	Report	Report	2.77	Report	9	149	2	0	0	0	2		yes		pr_atm_en_getreportdata;pr_cts_getcellconstringname
RetailBanking		a_UserPassTranLimit.aspx	RetailBanking/a_UserPassTranLimit.aspx	CRUD master	Medium	4.65	Medium	205	229	28	1	7	2	2	yes			pr_a_saveuserpasstranlimit;pr_g_getconsbranches
RetailBanking		accchargewaiveoff.aspx	RetailBanking/accchargewaiveoff.aspx	CRUD master	Medium	8.23	Medium	156	610	34	2	4	5	2	yes			pr_b_getaccchargeswaiveoff;pr_b_saveaccchargeswaiveoff
RetailBanking		AccountClientUpdate.aspx	RetailBanking/AccountClientUpdate.aspx	CRUD master	Complex	15.18	Medium	281	1275	57	1	7	5	6	yes			pr_b_accountclientupdate;pr_b_getjointnames;pr_b_sb_getaccountclientupdate;pr_d_fdrdpigmytdsclient;pr_g_getglobalclientbyid;pr_g_savelocalclient
RetailBanking		AccountOpeningServiceChargesPosting.aspx	RetailBanking/AccountOpeningServiceChargesPosting.aspx	Transaction / Entry	Medium	5.77	Medium	290	512	39	1	5	6	0	yes			
RetailBanking		AccountViewer.aspx	RetailBanking/AccountViewer.aspx	CRUD master	Complex	38.8	Medium	1649	1992	348	13	1	22	2	yes			pr_b_getdeploanaccountdetails;pr_x_getaccounts
RetailBanking		AlertMessages.aspx	RetailBanking/AlertMessages.aspx	Search / List / Inquiry	Simple	1.85	Medium	146	127	5	1	0	2	0				
RetailBanking		AutoDayendViewer.aspx	RetailBanking/AutoDayendViewer.aspx	Batch / Process	Simple	1.12	Medium	27	81	2	0	0	0	0		yes		
RetailBanking		AutoDayEndViewerPopup.aspx	RetailBanking/AutoDayEndViewerPopup.aspx	Popup / Dialog	Simple	2.17	Medium	77	73	7	1	0	0	1				pr_x_autodayendviewer
RetailBanking		b_AccHoldingAmount.aspx	RetailBanking/b_AccHoldingAmount.aspx	CRUD master	Medium	10.47	Medium	281	946	39	1	4	7	3	yes		/RetailBanking/AccHoldingAmount · /RetailBanking/AccHoldingAmount/Authorize	pr_x_getaccountdetails;pr_x_saveaccholdingamount;pr_x_sb_getaccholdingamount
RetailBanking		b_AccountHeadConfig.aspx	RetailBanking/b_AccountHeadConfig.aspx	CRUD master	Medium	6.91	Medium	117	688	23	1	2	7	1	yes			pr_b_sb_accountheadconfig
RetailBanking		b_accwaiveoff.aspx	RetailBanking/b_accwaiveoff.aspx	CRUD master	Medium	6.19	Medium	119	598	20	1	3	5	1	yes			pr_b_accwaiveoffsave
RetailBanking		b_AgentAreaTrf.aspx	RetailBanking/b_AgentAreaTrf.aspx	CRUD master	Medium	11.51	Medium	195	634	47	3	4	8	5	yes			pr_b_getagentareamapfortrf;pr_b_passagentareatrf;pr_b_saveagentareatrf;pr_b_sb_agentareatrfsearch;pr_g_getconsbranches
RetailBanking		b_AgentDataTransferNew.aspx	RetailBanking/b_AgentDataTransferNew.aspx	Transaction / Entry	Complex	13.71	Medium	259	1078	48	2	1	14	5	yes			pr_b_agentdataimport;pr_b_getagentdataforexport;pr_b_getagentdataforexport_new;pr_b_getsbqagentdataforexportagentcode;pr_x_dataexportdevicetype
RetailBanking		b_AgentFSATrf.aspx	RetailBanking/b_AgentFSATrf.aspx	CRUD master	Medium	11.4	Medium	223	1176	34	2	3	7	1	yes			pr_g_getconsbranches
RetailBanking		b_BranchDetails.aspx	RetailBanking/b_BranchDetails.aspx	Search / List / Inquiry	Simple	2.6	Medium	161	114	11	1	2	2	1				pr_b_getbranchdetails
RetailBanking		b_ClientTDSCashLimit.aspx	RetailBanking/b_ClientTDSCashLimit.aspx	CRUD master	Medium	7.23	Medium	239	629	41	1	8	7	1	yes			pr_b_crudclienttdscashlimit
RetailBanking		b_ContraActivityMapping.aspx	RetailBanking/b_ContraActivityMapping.aspx	CRUD master	Medium	10.27	Medium	115	1234	16	1	2	5	1	yes			pr_x_sb_getcontraactivitymap
RetailBanking		b_CounterParty.aspx	RetailBanking/b_CounterParty.aspx	CRUD master	Medium	4.75	Medium	83	316	16	1	1	6	2	yes			pr_b_counterpartysave;pr_sb_b_counterparty
RetailBanking		b_DailyClientAccountStatus.aspx	RetailBanking/b_DailyClientAccountStatus.aspx	Client-rendered / Other	Complex	21.78	Medium	91	3033	9	0	0	2	2	yes			pr_x_getrsqdailydepositagentnumber;pr_x_getrsqdailydepositclientaccountnumber
RetailBanking		b_DayendCheckConfig.aspx	RetailBanking/b_DayendCheckConfig.aspx	Batch / Process	Medium	9.37	Medium	154	1021	29	1	2	7	1	yes			pr_b_sb_dayendcheckconfig
RetailBanking		b_DayEndParamLogs.aspx	RetailBanking/b_DayEndParamLogs.aspx	Batch / Process	Complex	28.59	Medium	378	2446	67	3	4	5	12	yes			pr_c_dailynpaauth;pr_c_dailynpaprocess;pr_c_getnpaaccdetails;pr_c_npaupdateaccountsetting_v1;pr_c_npaupdatesecuritynatureandvalue_v1;pr_g_checkloggedinusers;pr_sys_insertautoprocess;pr_x_dayend;pr_x_dayendcheck;pr_x_dayendvalidator;pr_x_savedayendlogdetails;pr_x_updatechestopening
RetailBanking		b_DayEndParamLogsCons.aspx	RetailBanking/b_DayEndParamLogsCons.aspx	Batch / Process	Simple	2.5	Medium	43	117	8	1	0	1	1				pr_x_dayendlogsubmitcons
RetailBanking		b_DividendFinYearCOAMap.aspx	RetailBanking/b_DividendFinYearCOAMap.aspx	CRUD master	Medium	4.5	Medium	81	453	17	1	1	6	0	yes			
RetailBanking		b_Document.aspx	RetailBanking/b_Document.aspx	CRUD master	Complex	13.49	Medium	345	1057	66	1	8	8	5	yes			pr_b_getaccountlist;pr_b_getsbqattacheddocument;pr_b_getsqaccount;pr_b_getsqdocuments;pr_b_loaddocuments
RetailBanking		b_DocumentType.aspx	RetailBanking/b_DocumentType.aspx	CRUD master	Medium	6.98	Medium	124	573	29	1	5	6	2	yes			pr_b_getsbqdocumentsname;pr_b_sb_getdocumenttype
RetailBanking		b_DormantLetterTemplate.aspx	RetailBanking/b_DormantLetterTemplate.aspx	CRUD master	Medium	5.73	Medium	170	595	24	1	3	7	0	yes			
RetailBanking		b_EmployeeSignature.aspx	RetailBanking/b_EmployeeSignature.aspx	CRUD master	Medium	9.04	Medium	129	906	25	1	1	8	2	yes			pr_b_sb_getemployee;pr_h_getemployeeslist
RetailBanking		b_GlContraHeadMapping.aspx	RetailBanking/b_GlContraHeadMapping.aspx	CRUD master	Medium	9.96	Medium	87	1110	14	1	0	5	2	yes			pr_b_getglcontraheadmapping;pr_x_gettransactiondescription
RetailBanking		b_GovtSecEarmarkParticulars.aspx	RetailBanking/b_GovtSecEarmarkParticulars.aspx	CRUD master	Medium	4.81	Medium	73	326	16	1	1	6	2	yes			pr_b_govtsecearmarkparticularssave;pr_sb_b_govtsecearmarkparticulars
RetailBanking		b_InvestmentAccountSetting.aspx	RetailBanking/b_InvestmentAccountSetting.aspx	CRUD master	Complex	16.83	Medium	95	2200	19	1	4	4	1	yes			pr_c_sb_getinvestmentacsetting
RetailBanking		b_LoanInterestRule.aspx	RetailBanking/b_LoanInterestRule.aspx	Transaction / Entry	Simple	3.41	Medium	67	283	8	0	2	2	2	yes			pr_sb_getledgeretries;pr_x_getledgeretries
RetailBanking		b_MFArea.aspx	RetailBanking/b_MFArea.aspx	CRUD master	Medium	6.3	Medium	106	687	23	1	2	6	0	yes			
RetailBanking		b_MFCreditOfficer.aspx	RetailBanking/b_MFCreditOfficer.aspx	Search / List / Inquiry	Medium	6.63	Medium	99	376	23	1	1	6	4				pr_b_getemployeelistforcreditofficer;pr_b_savemfcreditofficer;pr_b_sb_mfcreditofficersearch;pr_g_getconsbranches
RetailBanking		b_PigmyCommisionMapping.aspx	RetailBanking/b_PigmyCommisionMapping.aspx	CRUD master	Complex	14.17	Medium	297	1688	38	1	8	4	1	yes			pr_x_getrsqdailydepositagentnumber
RetailBanking		b_PreDisbQstEntry.aspx	RetailBanking/b_PreDisbQstEntry.aspx	CRUD master	Medium	11.0	Medium	196	876	39	3	4	5	2	yes			pr_b_predisbqstentry;pr_g_loaddisbinfoitem
RetailBanking		b_ProvisionShareCapital.aspx	RetailBanking/b_ProvisionShareCapital.aspx	CRUD master	Medium	6.33	Medium	161	607	22	1	3	6	1	yes			pr_b_sb_getprovisionsharecapital
RetailBanking		b_RdFdReadyRecknor.aspx	RetailBanking/b_RdFdReadyRecknor.aspx	Wizard / Multi-tab	Complex	15.69	Medium	700	782	157	1	34	1	4				pr_b_getschemebyamountandperiod;pr_b_rdfdreadyrecknor;pr_b_rdfdreadyrecknor_v3;pr_x_getdailydepositmaturity
RetailBanking		b_SchoolEmployer.aspx	RetailBanking/b_SchoolEmployer.aspx	Client-rendered / Other	Simple	0.65	Medium	10	11	2	0	0	0	0		yes		
RetailBanking		b_Signature.aspx	RetailBanking/b_Signature.aspx	CRUD master	Complex	31.04	Medium	437	3012	59	4	5	12	9	yes			pr_b_signatureclientwisesave;pr_b_updatepicsrno;pr_g_getconsbranches;pr_k_getlockerforsignature;pr_x_getglobalclient;pr_x_sb_getsignature;pr_x_sb_getsignaturelocker;pr_x_sb_getunpassedsignature;pr_x_sb_getunpassedsignatureclientwise
RetailBanking		b_SMAMarking.aspx	RetailBanking/b_SMAMarking.aspx	CRUD master	Medium	6.31	Medium	68	556	15	1	0	5	2	yes			pr_b_smamarkingcalc;pr_x_scrollsave
RetailBanking		b_SmsAutoMarkCOAMap.aspx	RetailBanking/b_SmsAutoMarkCOAMap.aspx	CRUD master	Medium	4.04	Medium	77	390	16	1	0	6	0	yes			
RetailBanking		b_SocietiesMaster.aspx	RetailBanking/b_SocietiesMaster.aspx	CRUD master	Complex	44.42	Medium	401	5703	85	3	16	16	1	yes			pr_b_getperiodofauthorisation
RetailBanking		b_SpecialInstruction.aspx	RetailBanking/b_SpecialInstruction.aspx	CRUD master	Complex	12.08	Medium	271	1080	47	3	5	6	1	yes			pr_b_sb_specialinstructionsearch
RetailBanking		b_StaffRelieve.aspx	RetailBanking/b_StaffRelieve.aspx	CRUD master	Medium	9.31	Medium	189	653	39	2	3	10	3	yes			pr_x_getglobalclient;pr_x_sb_getstaffrelieve;pr_x_staffrelievesave
RetailBanking		B_TerroristGroupNew.aspx	RetailBanking/B_TerroristGroupNew.aspx	CRUD master	Medium	5.06	Medium	116	285	24	2	0	5	1	yes			pr_b_terroristindividualsave
RetailBanking		b_ThriftGuarSchemeMap.aspx	RetailBanking/b_ThriftGuarSchemeMap.aspx	CRUD master	Medium	5.49	Medium	177	350	29	1	9	2	2	yes			pr_b_getthriftguarschememap;pr_b_thriftguarschememap
RetailBanking		BookBalanceCertificateReportV1.aspx	RetailBanking/BookBalanceCertificateReportV1.aspx	Report	Report	2.09	Report	16	137	2	0	0	0	1		yes		pr_x_getbookbalancecertificatev1
RetailBanking		BookBalanceCheckerJS.aspx	RetailBanking/BookBalanceCheckerJS.aspx	Transaction / Entry	Simple	1.65	Medium	15	70	2	0	0	0	1		yes		pr_x_dayendbulkinsertjs
RetailBanking		BookBalRunStatuspopup.aspx	RetailBanking/BookBalRunStatuspopup.aspx	Popup / Dialog	Simple	1.98	Medium	63	45	7	1	0	0	1				pr_x_bookbalcheckstatus
RetailBanking		c_CaratMaster.aspx	RetailBanking/c_CaratMaster.aspx	CRUD master	Medium	5.38	Medium	114	441	26	1	3	6	1	yes			pr_c_sb_getcaratmaster
RetailBanking		c_CCAddLimit.aspx	RetailBanking/c_CCAddLimit.aspx	CRUD master	Complex	21.31	Medium	288	2471	66	2	5	9	1	yes			pr_c_getccaddlimitdetails
RetailBanking		c_CCAddPeriod.aspx	RetailBanking/c_CCAddPeriod.aspx	CRUD master	Complex	17.67	Medium	324	1805	56	2	4	9	3	yes			pr_c_getccaddperioddetails;pr_c_pass_c_ccaddperiod;pr_c_save_c_ccaddperiod
RetailBanking		c_Community.aspx	RetailBanking/c_Community.aspx	CRUD master	Simple	3.7	Medium	65	339	16	1	1	6	0	yes			
RetailBanking		c_DepLoanCatAddlIR.aspx	RetailBanking/c_DepLoanCatAddlIR.aspx	CRUD master	Simple	2.91	Medium	71	155	12	1	1	2	1	yes			pr_c_deploancataddlir
RetailBanking		c_DepositAccDrLimit.aspx	RetailBanking/c_DepositAccDrLimit.aspx	Transaction / Entry	Complex	15.64	Medium	386	1200	81	4	8	10	2	yes			pr_c_depositaccdrlimit;pr_c_sb_depositaccdrlimit
RetailBanking		c_LNEnhancement.aspx	RetailBanking/c_LNEnhancement.aspx	CRUD master	Complex	24.59	Medium	552	2356	82	4	12	7	4	yes			pr_c_getreypayschv2;pr_c_loanrepayment;pr_c_sb_getlnenhancement;pr_d_lncclienacc
RetailBanking		c_LNSchemeChange.aspx	RetailBanking/c_LNSchemeChange.aspx	CRUD master	Complex	14.81	Medium	311	1502	55	1	15	9	3	yes			pr_c_getnewschemedet;pr_c_sb_searchnewschemedet;pr_g_getconsbranches
RetailBanking		c_LNSchemeChangeDet.aspx	RetailBanking/c_LNSchemeChangeDet.aspx	Search / List / Inquiry	Simple	2.53	Medium	52	97	12	1	0	0	1				pr_c_getnewschemedet
RetailBanking		c_LoanDisbursement.aspx	RetailBanking/c_LoanDisbursement.aspx	CRUD master	Complex	112.49	Medium	1451	12079	234	8	31	17	27	yes			pr_b_getchargesamount;pr_b_ispannoexists;pr_b_validatethriftguaracc;pr_c_getexistingloanaccdetails;pr_c_getloandisbursementtrans;pr_c_getpredisbemichart;pr_c_loandisbpassinghobranch;pr_c_loandisbursmentpassing;pr_c_loanrepayment;pr_c_sb_getloandisbursement;pr_ft_checkduplicate;pr_ft_checkduplicateiso20022;pr_ft_getifsccode;pr_ft_savemsg;pr_ft_savemsgiso20022;pr_g_nefttimeflag;pr_sh_getsharesbalance;pr_sh_getsharesdeductdet;pr_x_calculationofservicetaxcommon;pr_x_cclntrftranspolicy;pr_x_getclientincomedetails;pr_x_getfundtrandetails;pr_x_getfundtrandetailsiso20022;pr_x_getloandisbtransactionview;pr_x_scrollsave;pr_x_transactionvalidate;pr_x_valform60marking
RetailBanking		c_LoanScheme.aspx	RetailBanking/c_LoanScheme.aspx	CRUD master	Complex	20.77	Medium	425	1826	110	3	11	12	3	yes			pr_b_checkacctdependency;pr_c_updateloaninteresthistory;pr_p_validateloanschemeslab
RetailBanking		c_ODLimitDeduction.aspx	RetailBanking/c_ODLimitDeduction.aspx	Search / List / Inquiry	Simple	3.95	Medium	133	179	19	1	2	3	2				pr_c_getodlimitaccount;pr_c_odlimitdeduction
RetailBanking		c_OrnamentMaster.aspx	RetailBanking/c_OrnamentMaster.aspx	CRUD master	Simple	3.44	Medium	74	294	17	1	1	5	0	yes			
RetailBanking		c_OtherReceivable.aspx	RetailBanking/c_OtherReceivable.aspx	CRUD master	Medium	4.98	Medium	120	495	22	1	2	6	0	yes			
RetailBanking		c_PACSHeadMapping.aspx	RetailBanking/c_PACSHeadMapping.aspx	CRUD master	Medium	5.93	Medium	181	290	30	2	0	8	2	yes			pr_c_savepacsheadmapping;pr_c_sbpacsheadmapping
RetailBanking		c_Priority.aspx	RetailBanking/c_Priority.aspx	CRUD master	Complex	12.4	Medium	106	1434	21	1	5	6	2	yes			pr_c_getnextpriorityprintorder;pr_c_getprioritylist
RetailBanking		c_ReducingCCLimit.aspx	RetailBanking/c_ReducingCCLimit.aspx	Search / List / Inquiry	Simple	2.28	Medium	80	96	6	1	0	0	1				pr_c_reducingcclimit
RetailBanking		c_StockApplCOA.aspx	RetailBanking/c_StockApplCOA.aspx	Search / List / Inquiry	Simple	3.12	Medium	67	168	15	1	0	6	1				pr_c_stockapplcoa
RetailBanking		c_ValuatorMaster.aspx	RetailBanking/c_ValuatorMaster.aspx	CRUD master	Medium	9.89	Medium	238	902	47	1	8	9	2	yes			pr_c_sb_getvaluator;pr_x_getglobalclient
RetailBanking		c_WeakerSection.aspx	RetailBanking/c_WeakerSection.aspx	CRUD master	Medium	5.59	Medium	100	478	25	1	4	11	1	yes			pr_a_sb_getweakersection
RetailBanking		c_WriteOffStlHeadMap.aspx	RetailBanking/c_WriteOffStlHeadMap.aspx	Search / List / Inquiry	Medium	6.94	Medium	134	411	20	2	0	5	3				pr_c_getwriteoffsettleheadmapping;pr_c_savewriteoffstlheadmap;pr_x_sb_lnccwriteoffheadmapsearch
RetailBanking		ChangeClientType.aspx	RetailBanking/ChangeClientType.aspx	Transaction / Entry	Medium	4.49	Medium	187	319	29	0	7	5	2	yes			pr_b_changeclienttype;pr_x_getglobalclient
RetailBanking		ChequeBookDetPopUp.aspx	RetailBanking/ChequeBookDetPopUp.aspx	Popup / Dialog	Simple	2.08	Medium	94	90	2	1	0	1	1				pr_hd_get360details
RetailBanking		ChequeBookReturn.aspx	RetailBanking/ChequeBookReturn.aspx	Transaction / Entry	Medium	10.64	Medium	165	1098	33	1	5	2	2				pr_x_getchequelist;pr_x_getchequereturnemployee
RetailBanking		ClientComplaintRegister.aspx	RetailBanking/ClientComplaintRegister.aspx	CRUD master	Complex	19.09	Medium	356	2138	56	1	8	9	3	yes			pr_b_getclientforcomplaint;pr_x_getglobalclient;pr_x_sb_clientcomplaintregsearch
RetailBanking		ClientComplaintRegisterDetails.aspx	RetailBanking/ClientComplaintRegisterDetails.aspx	Search / List / Inquiry	Simple	3.49	Medium	73	116	28	2	0	3	0				
RetailBanking		ClientGroupViewer.aspx	RetailBanking/ClientGroupViewer.aspx	Search / List / Inquiry	Medium	7.56	Medium	173	396	38	2	2	8	3				pr_g_getclientgroupname;pr_g_getdepositandloanacclist;pr_x_getglobalclient
RetailBanking		ClientTdsCashExempt.aspx	RetailBanking/ClientTdsCashExempt.aspx	CRUD master	Medium	11.43	Medium	192	1066	28	1	4	9	4	yes			pr_x_clienttdscashexempt;pr_x_getglobalclient;pr_x_getunpassrecorddetails;pr_x_getvalidatemodeforclient
RetailBanking		ClientTdscashExemptDetPopup.aspx	RetailBanking/ClientTdscashExemptDetPopup.aspx	Popup / Dialog	Simple	2.67	Medium	136	173	8	0	2	0	2				pr_x_clienttdscashexempt;pr_x_getvalidatemodeforclient
RetailBanking		ContraTrEntriesUpdate.aspx	RetailBanking/ContraTrEntriesUpdate.aspx	CRUD master	Simple	3.95	Medium	133	316	26	1	1	3	0	yes			
RetailBanking		CounterfeitNotes.aspx	RetailBanking/CounterfeitNotes.aspx	CRUD master	Complex	16.01	Medium	392	1652	85	2	17	6	0	yes			
RetailBanking		d_fdRtgsProcess.aspx	RetailBanking/d_fdRtgsProcess.aspx	Batch / Process	Complex	22.27	Medium	101	2369	22	1	1	4	8	yes			pr_b_valicatergtstime;pr_d_getfdrtgsrecords;pr_ft_checkduplicate;pr_ft_checkduplicateiso20022;pr_ft_savemsg;pr_ft_savemsgiso20022;pr_x_getfundtrandetails;pr_x_getfundtrandetailsiso20022
RetailBanking		DDPOParameterSetting.aspx	RetailBanking/DDPOParameterSetting.aspx	Wizard / Multi-tab	Complex	32.71	Medium	283	4193	59	1	20	7	1	yes			pr_b_getdebitaccountnumber
RetailBanking		DepLNCCIntegrityChecker.aspx	RetailBanking/DepLNCCIntegrityChecker.aspx	Transaction / Entry	Simple	1.81	Medium	14	184	2	0	0	0	0		yes		
RetailBanking		DepositInterestSlab.aspx	RetailBanking/DepositInterestSlab.aspx	Transaction / Entry	Simple	2.59	Medium	117	154	19	1	2	0	0				
RetailBanking		DuplicateFDPrint.aspx	RetailBanking/DuplicateFDPrint.aspx	CRUD master	Medium	8.14	Medium	164	765	26	1	1	6	2	yes			pr_b_sb_getduplicatefdprint;pr_d_getnewcertificateno
RetailBanking		EMIChart.aspx	RetailBanking/EMIChart.aspx	Handler / API / Ajax	Simple	1.46	Medium	28	219	0	0	0	0	0				
