Procedure	ScreenCount	Modules	Screens
pr_x_getamounttransferdata	3	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_x_getbatchchequeused	3	RetailBanking	RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_getchequeused	3	RetailBanking	RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_getdayscomp_acccltran	3	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_getdbname	3	RetailBanking	RetailBanking/Cash/x_ChestCashierLedger.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_getemployeedemanddetails	3	EmployeeDemand	EmployeeDemand/EmpDemandPostMemberWise.aspx;EmployeeDemand/EmployeeDemandDetails.aspx;EmployeeDemand/EmployeeDemandGeneration.aspx
pr_x_getexemptedclientlist	3	HO,RetailBanking	HO/Bank/clientTDSExcemtion.aspx;HO/Bank/Form121.aspx;RetailBanking/g_CustomerDetailView.aspx
pr_x_getfundtranutrno	3	RetailBanking	RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/RTGS/RTGSPaymentV3.aspx
pr_x_getglobalaccount	3	RetailBanking	RetailBanking/g_CustomerDetailView.aspx;RetailBanking/g_CustomerDetailView_v1.aspx;RetailBanking/Account/depositAccount.aspx
pr_x_gethhddailydepositagentno	3	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/Account/depositAccount.aspx
pr_x_getibttranchequeused	3	RetailBanking	RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_getimage	3	RetailBanking	RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_getinvestmentdetails	3	RetailBanking	RetailBanking/Account/SecurityInvestmentAccount.aspx;RetailBanking/Transaction/x_InvestmentMultipleSaleTransaction.aspx;RetailBanking/Transaction/x_InvestmentTransaction.aspx
pr_x_getispigmyclientlienacno	3	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_getlastcoupandate	3	RetailBanking	RetailBanking/Transaction/x_InvestmentMultipleSaleTransaction.aspx;RetailBanking/Transaction/x_InvestmentPurchaseRepo.aspx;RetailBanking/Transaction/x_InvestmentTransaction.aspx
pr_x_getlastinterestchron	3	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_getloanaccountdetailsv1	3	Reports	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_getloanchargesdue	3	RetailBanking	RetailBanking/loanRepayment.aspx;RetailBanking/WriteOffAccount.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_x_getmaxactivityuptodate	3	RetailBanking	RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_getowdfilerespstat	3	RetailBanking	RetailBanking/Clearing/OWDFileRespStat.aspx;RetailBanking/Clearing/OWDFileRespStatRejectRecord.aspx;RetailBanking/Clearing/OWDFileRespStatRejectRecordDetails.aspx
pr_x_getpigmyaccclosingtran	3	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_getpigmyaccountdetails	3	Reports	Reports/RetailBanking/AccountBalancingReport.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Reports.aspx
pr_x_getpigmyclientdetails	3	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_getrsqdailydepositclientaccountnumber_new	3	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_getsavingproductdetails	3	Reports,RetailBanking	Reports/RetailBanking/InterestActivities/InterestReportSetting.aspx;RetailBanking/InterestActivity/SavingInterestDetails.aspx;RetailBanking/InterestActivity/x_SavingInterestActivity.aspx
pr_x_getstartdatefinancialyear	3	Reports	Reports/RetailBanking/Account/AccountReportSetting.aspx;Reports/RetailBanking/Balancing/BalancingReportSetting.aspx;Reports/RetailBanking/InterestActivities/InterestReportSetting.aspx
pr_x_gettransactionallowornot	3	RetailBanking	RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_gettransferaccountsforpigmy	3	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_getworkingdate	3	Reports	Reports/RetailBanking/Legal/LegalReportSetting.aspx;Reports/RetailBanking/loan/LoanReportSettings.aspx;Reports/RetailBanking/Transaction/TransactionReportSettings.aspx
pr_x_insertledgerinteresttds	3	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_x_ispigmytokennoused	3	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_istokennoused	3	RetailBanking	RetailBanking/Transaction/AccountDetailsView.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx
pr_x_isvalidatebranchadjustmenthead	3	RetailBanking	RetailBanking/Transaction/x_ManyToManyTransactionIBT_V1.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_x_isvalidateincomehead	3	RetailBanking	RetailBanking/Transaction/x_BatchTransactionTemplate.aspx;RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_ManyToManyTransactionIBT_V1.aspx
pr_x_ledger	3	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_x_passinvestmenttran	3	RetailBanking	RetailBanking/Transaction/x_GovtSecInvestmentImportTransaction.aspx;RetailBanking/Transaction/x_InvestmentMultipleSaleTransaction.aspx;RetailBanking/Transaction/x_InvestmentTransaction.aspx
pr_x_pigmyclientpenalty	3	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_pigmyinterestprematurecal	3	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/x_PigmyProductTransactionDetails.aspx
pr_x_r_accountopenclosereg	3	Reports	Reports/RetailBanking/AccOpenCloseRegister.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Account/AccountReportSetting.aspx
pr_x_r_accstmntcustodetails	3	Reports	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_acctivationdormantaccountregister	3	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_x_r_calldepositaccounts	3	Reports	Reports/RetailBanking/PrioritySectorAndWeakerSectionReport.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx
pr_x_r_cashbook	3	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_x_r_cashiersummary	3	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_x_r_checkountopencloseregister	3	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_x_r_chestscrollreceipt	3	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_x_r_getchequeclearingdetail	3	Reports	Reports/RetailBanking/StatementNo9.aspx;Reports/RetailBanking/New RetailBanking Report/AllInterestCertificate.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getdepositclassification	3	Reports	Reports/RetailBanking/FDR/FDRReportSettings.aspx;Reports/RetailBanking/HeadOffice/HeadofficeReportSetting.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getlieninformationregister	3	Reports	Reports/RetailBanking/StatementNo9.aspx;Reports/RetailBanking/New RetailBanking Report/AllInterestCertificate.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getloantoaccountnumber	3	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/loan/LoanOverdueReportSettings.aspx;Reports/RetailBanking/loan/LoanReportSettings.aspx
pr_x_r_getnpaannexure2	3	Reports	Reports/RetailBanking/HeadOffice/HeadofficeReportSetting.aspx;Reports/RetailBanking/loan/LoanReportSettings.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getoss8report	3	Reports	Reports/RBI Report/RBIReport.aspx;Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_x_r_getoverduedetailreport	3	Reports	Reports/RetailBanking/StatementNo9.aspx;Reports/RetailBanking/New RetailBanking Report/AllInterestCertificate.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getoverduereportforloanheadwise	3	Reports	Reports/RetailBanking/StatementNo9.aspx;Reports/RetailBanking/New RetailBanking Report/AllInterestCertificate.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getperiodwiseoverduesstatement	3	Reports	Reports/RetailBanking/StatementNo9.aspx;Reports/RetailBanking/New RetailBanking Report/AllInterestCertificate.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_gettdscategoryreport	3	Reports	Reports/RetailBanking/StatementNo9.aspx;Reports/RetailBanking/New RetailBanking Report/AllInterestCertificate.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_gettdsceritificatenew	3	Reports,RetailBanking	Reports/RetailBanking/TDS/TDSDetailsSummaryReport.aspx;RetailBanking/InterestActivity/TDS/TDSallaccountDetails.aspx;RetailBanking/TDS/x_TDSLedger.aspx
pr_x_r_gettransactionamount	3	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_x_r_gettransactionsourcelist	3	Reports,RetailBanking	Reports/RetailBanking/Transaction/TransactionReportSettings.aspx;Reports/RetailBanking/Transaction/TransactionSourceReport.aspx;RetailBanking/VoucherPrinting.aspx
pr_x_r_getunclearedtransactionregister	3	Reports	Reports/RetailBanking/StatementNo9.aspx;Reports/RetailBanking/New RetailBanking Report/AllInterestCertificate.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_reacledger	3	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_x_r_unpasscashiertransaction	3	Reports	Reports/RetailBanking/AllUnpassedReports.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Transaction/TransactionReportSettings.aspx
pr_x_r_unpasstransaction	3	Reports,RetailBanking	Reports/RetailBanking/AllUnpassedReports.aspx;Reports/RetailBanking/ReportOptions.aspx;RetailBanking/Transaction/x_transactionv1.aspx
pr_x_savefdautotransfer	3	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_x_saveibttrancrbranchv1	3	RetailBanking	RetailBanking/Cash/x_ChestCashierLedger.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_saveibttrandrbranchv1	3	RetailBanking	RetailBanking/Cash/x_ChestCashierLedger.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_saveibttranservicebranch	3	RetailBanking	RetailBanking/Cash/x_ChestCashierLedger.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_saveupdatestrudentdetails	3	RetailBanking	RetailBanking/Transaction/AccountDetailsView.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_x_transactionanywhereunpasstrandelete	3	RetailBanking	RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/RTGS/RTGSPaymentV3.aspx
pr_x_transactionanywhereunpasstransave	3	RetailBanking	RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/RTGS/RTGSPaymentV3.aspx
pr_x_trialbalance	3	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_x_valform60marking	3	RetailBanking	RetailBanking/c_LoanDisbursement.aspx;RetailBanking/AgriLoan/LoanRecovery.aspx;RetailBanking/RTGS/RTGSPayment.aspx
pr_a_generateotp	2	HO,RetailBanking	HO/Admin/ForgotPassword.aspx;RetailBanking/VerifyMobNo.aspx
pr_a_getadditionaluserrightspopulatemenus	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getallchieldmenus	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getcashierlimitamount	2	HO,RetailBanking	HO/Admin/a_CashierLimit.aspx;RetailBanking/Cash/x_CashierScroll.aspx
pr_a_getloadarentdatsetlevel	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getloadarentdatsetnotlevel	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getloadmenus	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getloadparentdatasetlevel	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getloadroledataset	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getloadroledatasetlevel	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getloadroledatasetnotlevel	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getloaduser	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getmenulist	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getmenus	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getmodulelist	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getparentdatasetnotlevel	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getroledatasetnotlevel	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getuserlistwithlevel	2	HO	HO/Admin/a_UserCashierRights.aspx;HO/Admin/a_UserRights.aspx
pr_a_getuserrightsid	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getuserrightspopmenus	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_passwordexpiryalert	2	Authentication	Authentication/ChooseModule.aspx;Authentication/MainMenu.aspx
pr_a_savemenulist	2	HO	HO/Admin/a_UserCashierRights.aspx;HO/Admin/a_UserRights.aspx
pr_a_userrightsretrive	2	HO	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_validateotp	2	HO,RetailBanking	HO/Admin/ForgotPassword.aspx;RetailBanking/VerifyMobNo.aspx
pr_al_getgoldltv	2	Reports,RetailBanking	Reports/RetailBanking/LNAccExceedingLTVRatioReport.aspx;RetailBanking/Alerts/GoldLTV.aspx
pr_al_getinvstmataccalert	2	RetailBanking	RetailBanking/Alerts/InvstIntSettleAlert.aspx;RetailBanking/Alerts/InvstMatAccAlert.aspx
pr_aml_authorizewhitelistingdata	2	Reports	Reports/RetailBanking/AML/AMLClientWhiteListPass.aspx;Reports/RetailBanking/AML/AMLTransactionWhiteListPass.aspx
pr_aml_deleteamldata	2	Reports	Reports/RetailBanking/AML/AmlWorkingDateReportsV1.aspx;Reports/RetailBanking/AML/AmlWorkingDateReportsV1_WithExcel.aspx
pr_aml_getbranchdatadetail	2	Reports	Reports/RetailBanking/AML/AmlWorkingDateReportsV1.aspx;Reports/RetailBanking/AML/AmlWorkingDateReportsV1_WithExcel.aspx
pr_aml_getpodata	2	Reports	Reports/RetailBanking/AML/AmlWorkingDateReportsV2.aspx;Reports/RetailBanking/AML/PrincipalOfficerAMLMarking.aspx
pr_aml_getsummarydetails	2	Reports	Reports/RetailBanking/AML/AML_STRWhiteListedReport.aspx;Reports/RetailBanking/AML/STRAlertReport.aspx
pr_aml_getwhitelistedclient	2	Reports	Reports/RetailBanking/AML/AML_STRWhiteListedReport.aspx;Reports/RetailBanking/AML/AMLWhiteListRecordRemove.aspx
pr_b_accountddetailsforpassing	2	RetailBanking	RetailBanking/Clearing/b_inwardClgFileUpdate.aspx;RetailBanking/Clearing/b_inwardClgFileV2.aspx
pr_b_agentdataimport	2	RetailBanking	RetailBanking/b_AgentDataTransferNew.aspx;RetailBanking/Account/DailyDepositAgentAccount.aspx
pr_b_cashremitlimit	2	HO,RetailBanking	HO/Retailbanking/Cash/b_CashRemitLimit.aspx;RetailBanking/Cash/b_CashRemitLimit.aspx
pr_b_clienttdsexceptionsave	2	HO	HO/Bank/clientTDSExcemtion.aspx;HO/Bank/Form121.aspx
pr_b_getaccchargeswaiveoff	2	RetailBanking	RetailBanking/accchargewaiveoff.aspx;RetailBanking/Account/c_Loan.aspx
pr_b_getaccountlistatmrequest	2	HO,RetailBanking	HO/Bank/b_ATMRequest.aspx;RetailBanking/ATM/b_CardInfo.aspx
pr_b_getagentdataforexport	2	RetailBanking	RetailBanking/b_AgentDataTransferNew.aspx;RetailBanking/Account/DailyDepositAgentAccount.aspx
pr_b_getcalculatedrdinterest	2	Reports,RetailBanking	Reports/RetailBanking/InterestActivities/InterestReportSetting.aspx;RetailBanking/InterestActivity/rd/rd_int_calc_V1.aspx
pr_b_getcashposition	2	Reports	Reports/RetailBanking/CashPosition.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_b_getchequenoavailable	2	RetailBanking	RetailBanking/x_ChequeBook.aspx;RetailBanking/x_chequeBookPrintData.aspx
pr_b_getcountryjs	2	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx
pr_b_getcreditaccountnumber	2	RetailBanking	RetailBanking/BillCollection/x_BillPurchase.aspx;RetailBanking/dd/dd.aspx
pr_b_getcustomerdetails	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_b_getdaydifference	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_b_getemployeelistforcreditofficer	2	RetailBanking	RetailBanking/b_MFCreditOfficer.aspx;RetailBanking/Account/DailyDepositAgentAccount.aspx
pr_b_getfdacno	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_b_getfdcmbperioddet	2	RetailBanking	RetailBanking/Account/depositAccount.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_b_gethhdfile	2	RetailBanking	RetailBanking/fi.aspx;RetailBanking/FI/fi.aspx
pr_b_getholidaylist	2	HO	HO/Retailbanking/b_Holiday.aspx;HO/Retailbanking/b_HolidayChannel.aspx
pr_b_getlastdateoffinyear	2	RetailBanking	RetailBanking/Utilities/DayendCentral.aspx;RetailBanking/YearEndActivities/YearEnd.aspx
pr_b_getloanrepaymentcharges	2	RetailBanking	RetailBanking/loanRepayment.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_b_getnpaclassmastername	2	RetailBanking	RetailBanking/NPA/b_NPAClassMaster.aspx;RetailBanking/NPA/b_NPAMaster.aspx
pr_b_getprechecklogstatus	2	RetailBanking	RetailBanking/InterestActivity/lnccod/IntActPreChecker.aspx;RetailBanking/InterestActivity/lnccod/IntActPreCheckerLog_Popup.aspx
pr_b_getriskcategory	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_b_getvoucherdetails	2	RetailBanking	RetailBanking/PrintDDPO.aspx;RetailBanking/VoucherPrintPopup.aspx
pr_b_getwithdrawablebalancefromaccount	2	RetailBanking	RetailBanking/Clearing/AccountDialog.aspx;RetailBanking/Transaction/x_MICRECSAccountDetailsPopup.aspx
pr_b_loadinwarddetailsforpassing	2	RetailBanking	RetailBanking/Clearing/b_inwardClgFileUpdate.aspx;RetailBanking/Clearing/b_inwardClgFileV2.aspx
pr_b_ornamentimage	2	HO,RetailBanking	HO/g_ClientGroup.aspx;RetailBanking/Account/b_OrnamentImage.aspx
pr_b_passbookprintsetting	2	RetailBanking	RetailBanking/PassbookPrint.aspx;RetailBanking/PassBookPrinting.aspx
pr_b_profitlossvalidation	2	RetailBanking	RetailBanking/Transaction/x_ProfitLossSummation.aspx;RetailBanking/Transaction/x_ProfitLossSummationV1.aspx
pr_b_saveaccchargeswaiveoff	2	RetailBanking	RetailBanking/accchargewaiveoff.aspx;RetailBanking/Account/c_Loan.aspx
pr_b_sb_tdsexceptionname	2	HO	HO/Bank/clientTDSExcemtion.aspx;HO/Bank/Form121.aspx
pr_b_updateinwardclgfiledetails	2	RetailBanking	RetailBanking/Clearing/b_inwardClgFileV2.aspx;RetailBanking/Clearing/InwardStatusRevert.aspx
pr_b_user_monthly_target_form_op	2	Reports,RetailBanking	Reports/RetailBanking/user_worksheet/user_worksheet_report_option.aspx;RetailBanking/user_worksheet/user_monthly_target.aspx
pr_b_usersheet_form_op	2	Reports,RetailBanking	Reports/RetailBanking/user_worksheet/user_worksheet_report_option.aspx;RetailBanking/user_worksheet/user_monthly_target.aspx
pr_b_userswitchlogtime	2	Authentication,logout.aspx	logout.aspx;Authentication/ChooseModule.aspx
pr_b_validateinwardclgfile	2	RetailBanking	RetailBanking/Clearing/b_inwardClgFileV2.aspx;RetailBanking/Clearing/InwardStatusRevert.aspx
pr_b_voucherprintsetting	2	RetailBanking	RetailBanking/PrintDDPO.aspx;RetailBanking/VoucherPrintPopup.aspx
pr_bg_sb_getbgissuedetails	2	RetailBanking	RetailBanking/BG/Bg_IssueRenewalTran.aspx;RetailBanking/BG/bgClose.aspx
pr_c_generaterepaymentschedule	2	RetailBanking,UserControls	RetailBanking/Utilities/c_RepaymentSchedule.aspx;UserControls/ucEmiChart.ascx
pr_c_genloanclient	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_c_getaccountnumberlist	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_c_getdepositacnumberlist	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_c_getdormantchargesdetails	2	RetailBanking	RetailBanking/AgriLoan/Int_subvention_CalcV1.aspx;RetailBanking/InterestActivity/Charges/c_DormantCharges_V2.aspx
pr_c_getforsecurityviewer	2	RetailBanking	RetailBanking/Account/SecurityViewer.aspx;RetailBanking/Transaction/LienDetails.aspx
pr_c_getlastdateofdisburse	2	RetailBanking	RetailBanking/Transaction/AccountDetailsView.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx
pr_c_getloancasedetails	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_c_getlosloancase	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_c_getlosloancase_v1	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_c_getnewschemedet	2	RetailBanking	RetailBanking/c_LNSchemeChange.aspx;RetailBanking/c_LNSchemeChangeDet.aspx
pr_c_getnpaaccdetails	2	RetailBanking	RetailBanking/b_DayEndParamLogs.aspx;RetailBanking/NPA/x_NPACalculationMulti_V2.aspx
pr_c_getstockcclimitandinsuranceamount	2	RetailBanking	RetailBanking/Account/c_StockDetails.aspx;RetailBanking/Account/c_WareHouseEntry.aspx
pr_c_loadloancasedatails	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_c_loadlosdata	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_c_loaninterestposting	2	RetailBanking	RetailBanking/LoanAndAdvances.aspx;RetailBanking/Account/c_LoanSecurity.aspx
