Procedure	ScreenCount	Modules	Screens
pr_util_execqueryforrecsel	8	HO,RetailBanking,UserControls	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx;UserControls/RecordSelector.aspx;UserControls/RecordSelectorV2.aspx;UserControls/TssiplRecordSelector.ascx;UserControls/TssiplRecordSelectorV2.ascx
pr_x_getrsqdailydepositclientaccountnumber	8	Lockers,RetailBanking	Lockers/k_LockerIssue.aspx;RetailBanking/b_DailyClientAccountStatus.aspx;RetailBanking/loanRepayment.aspx;RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_FdLineInfo.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/SI/x_StandingInstruction.aspx;RetailBanking/Transaction/AccountDetailsView.aspx
pr_x_r_ledger	8	Reports,RetailBanking	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Reports.aspx;Reports/RetailBanking/Account/AccountLedger.aspx;Reports/RetailBanking/Account/AccountReportSetting.aspx;Reports/RetailBanking/InterestActivities/InterestReportSetting.aspx;RetailBanking/Transaction/x_TransactionOtherDetails.aspx
pr_x_splitreceiptamt	8	RetailBanking	RetailBanking/loanRepayment.aspx;RetailBanking/WriteOffAccount.aspx;RetailBanking/x_LNCCAccumInt.aspx;RetailBanking/AgriLoan/AgriLoanAccClosing.aspx;RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_aml_getledgerdetails	7	Reports	Reports/RetailBanking/AML/AML_WhiteListMarking.aspx;Reports/RetailBanking/AML/AmlWorkingDateReportsV1PopUp.aspx;Reports/RetailBanking/AML/AmlWorkingDateReportsV2PopUp.aspx;Reports/RetailBanking/AML/AmlWorkingDateReportsV3.aspx;Reports/RetailBanking/AML/AmlWorkingDateReportsWhiteListV1PopUp.aspx;Reports/RetailBanking/AML/BranchAMLMarking.aspx;Reports/RetailBanking/AML/PrincipalOfficerAMLMarking.aspx
pr_d_checktdsentry	7	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx
pr_g_applypigmynewtheme	7	Lockers,Reports,RetailBanking	Lockers/k_LockerIssue.aspx;Reports/RetailBanking/Account/AccountReportSetting.aspx;Reports/RetailBanking/Balancing/BalancingReportSetting.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx;RetailBanking/loanRepayment.aspx;RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_g_getstate	7	EmployeeDemand,HO,RetailBanking	EmployeeDemand/EmpSocCompMaster.aspx;EmployeeDemand/EmpSocDivision.aspx;EmployeeDemand/EmpSocSateliteOffice.aspx;HO/Bank/g_LGA.aspx;HO/ProjectFormulation/p_LoanCase_v1.aspx;RetailBanking/Account/bankCurrentAccount.aspx;RetailBanking/Account/generalAccount.aspx
pr_p_getsqschemes	7	HO,Reports,RetailBanking	HO/ProjectFormulation/p_AnnexPre.aspx;HO/ProjectFormulation/p_Document.aspx;HO/ProjectFormulation/p_LoanCase_v1.aspx;HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx;Reports/ProjectFormulation/p_LoanApplicationReport.aspx;RetailBanking/AgriLoan/p_SchemeDetails.aspx
pr_x_cashagainsttdsamountpass	7	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx;RetailBanking/Transaction/x_SbCaRdAccountClosing.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx
pr_x_getloanproducts	7	Reports,RetailBanking	Reports/RetailBanking/InterestActivities/InterestReportSetting.aspx;RetailBanking/LoanAndAdvances.aspx;RetailBanking/InterestActivity/FD/fd_int_calc_V1.aspx;RetailBanking/InterestActivity/lnccod/InterestRebate_calc.aspx;RetailBanking/InterestActivity/lnccod/lnccod_int_calc_Popup_V1.aspx;RetailBanking/InterestActivity/lnccod/lnccod_int_calc_V1.aspx;RetailBanking/InterestActivity/rd/rd_int_calc_V1.aspx
pr_x_getservicecharges	7	Reports,RetailBanking	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Reports.aspx;RetailBanking/PassBookPrinting.aspx;RetailBanking/x_ChequeBook.aspx;RetailBanking/SI/x_StandingInstruction.aspx
pr_x_getunpassrecorddetails	7	HO,RetailBanking	HO/Retailbanking/x_TdsReversal.aspx;RetailBanking/ClientTdsCashExempt.aspx;RetailBanking/TDS/x_ManualTDSDeduction.aspx;RetailBanking/TDS/x_ManualTDSReverse.aspx;RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_r_getagentinfo	7	Reports	Reports/RetailBanking/AccOpenCloseRegister.aspx;Reports/RetailBanking/AccountBalancingReport.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Reports.aspx;Reports/RetailBanking/Account/AccountReportSetting.aspx;Reports/RetailBanking/Balancing/BalancingReportSetting.aspx;Reports/RetailBanking/Transaction/TransactionReportSettings.aspx
pr_x_sb_gettransaction	7	RetailBanking	RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/RTGS/RTGSPaymentV3.aspx;RetailBanking/Transaction/AccountDetailsView.aspx;RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx
pr_x_transactionvalidate	7	RetailBanking	RetailBanking/c_LoanDisbursement.aspx;RetailBanking/loanRepayment.aspx;RetailBanking/AgriLoan/LoanRecovery.aspx;RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_b_checkacctdependency	6	HO,RetailBanking	HO/Retailbanking/c_LoanScheme.aspx;RetailBanking/c_LoanScheme.aspx;RetailBanking/loanRepayment.aspx;RetailBanking/Account/b_AccountTransfer.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx;RetailBanking/Transaction/x_SbCaRdAccountClosing.aspx
pr_b_checkminimumbalance	6	RetailBanking	RetailBanking/Transaction/x_BatchTransactionTemplate.aspx;RetailBanking/Transaction/x_ManyToManyTransactionIBT_V1.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_b_getdebitaccountnumber	6	Reports,RetailBanking,UserControls	Reports/RetailBanking/FDR/FDRReportSettings.aspx;RetailBanking/DDPOParameterSetting.aspx;RetailBanking/BillCollection/x_BillPurchase.aspx;RetailBanking/dd/dd.aspx;RetailBanking/dd/DemandDraftPayOrderSeries.aspx;UserControls/DDPO.ascx
pr_b_isdeceasedaccsettled	6	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx
pr_bg_sb_getbgclientname	6	RetailBanking	RetailBanking/BG/Bg_ClientRenewal.aspx;RetailBanking/BG/Bg_Issue.aspx;RetailBanking/BG/Bg_IssueRenewalTran.aspx;RetailBanking/BG/Bg_LienNotationRelease.aspx;RetailBanking/BG/BG_RevokeTran.aspx;RetailBanking/BG/bgClose.aspx
pr_c_ccintproductcalculationwithlimit	6	RetailBanking	RetailBanking/loanRepayment.aspx;RetailBanking/Account/c_LoanSecurity.aspx;RetailBanking/AgriLoan/AgriLoanAccClosing.aspx;RetailBanking/Transaction/AccountDetailsView.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx
pr_c_loanrepayment	6	RetailBanking	RetailBanking/c_LNEnhancement.aspx;RetailBanking/c_LoanDisbursement.aspx;RetailBanking/LoanDisbursmentDebitCharges.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/Account/c_LoanSecurity.aspx;RetailBanking/Account/EMIReadyRecknor.aspx
pr_d_getfddetails	6	Lockers,RetailBanking	Lockers/k_LockerIssue.aspx;RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_FdLineInfo.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/Account/c_MultiIRSlabUpdate.aspx;RetailBanking/BG/Bg_FdLineInfo.aspx
pr_d_getrddetails	6	Lockers,RetailBanking	Lockers/k_LockerIssue.aspx;RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_FdLineInfo.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/Account/c_MultiIRSlabUpdate.aspx;RetailBanking/BG/Bg_FdLineInfo.aspx
pr_g_getaccounthead	6	Reports,RetailBanking,UserControls	Reports/RetailBanking/loan/LoanReportSettings.aspx;RetailBanking/BG/Bg_FdLineInfo.aspx;RetailBanking/Insurance/c_LoanInsurance.aspx;RetailBanking/InterestActivity/Charges/StationaryCharges_Calc_PostingV1.aspx;RetailBanking/Transaction/userControls/AccountSelector.aspx;UserControls/DDPO.ascx
pr_g_nefttimeflag	6	RetailBanking	RetailBanking/c_LoanDisbursement.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_NonOprClaim.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx;RetailBanking/Transaction/x_SbCaRdAccountClosing.aspx
pr_re_fwledgerfilexmldatasaving	6	Reconciliation	Reconciliation/re_FWImportEJPoolTextFile.aspx;Reconciliation/re_FWImportEJPoolTextFileMulti.aspx;Reconciliation/re_FWImportEntityFile.aspx;Reconciliation/re_FWImportSwitchExcelFile.aspx;Reconciliation/re_FWImportTextFile.aspx;Reconciliation/re_FWImportTextFileMulti.aspx
pr_re_getoledger	6	Reconciliation	Reconciliation/re_LedgerEntry.aspx;Reconciliation/re_MultiReconciliation.aspx;Reconciliation/re_MultiReconciliationV1.aspx;Reconciliation/re_Reconciliation.aspx;Reconciliation/re_ReconciliationRollBackBatch.aspx;Reconciliation/re_SelfReconciliationV1.aspx
pr_re_gettledger	6	Reconciliation	Reconciliation/re_LedgerEntry.aspx;Reconciliation/re_MultiReconciliation.aspx;Reconciliation/re_MultiReconciliationV1.aspx;Reconciliation/re_Reconciliation.aspx;Reconciliation/re_ReconciliationRollBackBatch.aspx;Reconciliation/re_SelfReconciliationV1.aspx
pr_rpt_x_getemployeedemanddata	6	Reports	Reports/EmployeeDemand/EmployeeDemandDiffAmount.aspx;Reports/EmployeeDemand/EmployeeDemandLetter.aspx;Reports/EmployeeDemand/EmployeeDemandTallyReport.aspx;Reports/EmployeeDemand/EmplyeeDemandGeneration_NICBEL.aspx;Reports/EmployeeDemand/EmplyeeDemandModify.aspx;Reports/EmployeeDemand/MemberTransferDetails.aspx
pr_x_deletetransaction	6	RetailBanking	RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx;RetailBanking/Transaction/x_transactionv1.aspx
pr_x_get_rtgsneftpayaccount	6	RetailBanking	RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx;RetailBanking/Transaction/x_NonOprClaim.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx;RetailBanking/Transaction/x_SbCaRdAccountClosing.aspx
pr_x_getaccountnumber	6	Reports	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Reports.aspx;Reports/RetailBanking/Account/AccountLedger.aspx;Reports/RetailBanking/Account/AccountReportSetting.aspx
pr_x_getclientincomedetails	6	RetailBanking	RetailBanking/c_LoanDisbursement.aspx;RetailBanking/loanRepayment.aspx;RetailBanking/AgriLoan/AgriLoanAccClosing.aspx;RetailBanking/AgriLoan/c_LoandisbursementAgri.aspx;RetailBanking/AgriLoan/LoanRecovery.aspx;RetailBanking/RTGS/RTGSPayment.aspx
pr_x_getfdtrfaccountdetail	6	RetailBanking	RetailBanking/Transaction/AccountDetailsView.aspx;RetailBanking/Transaction/ShowFDInterestDetails.aspx;RetailBanking/Transaction/ShowPigmyInterestDetails.aspx;RetailBanking/Transaction/ShowRDInterestDetails.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_x_passtransaction	6	RetailBanking	RetailBanking/Transaction/AccountDetailsView.aspx;RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx
pr_x_r_getflexiaccountdetails	6	Reports	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/Reports.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_x_r_getflexiaccountno	6	Reports	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/Reports.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_x_r_getotherreceivable	6	Reports	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Reports.aspx;Reports/RetailBanking/Account/AccountLedger.aspx;Reports/RetailBanking/Account/AccountReportSetting.aspx
pr_b_getaccountlist	5	RetailBanking	RetailBanking/b_Document.aspx;RetailBanking/StatusModification.aspx;RetailBanking/NPA/c_NPAAccountSetting.aspx;RetailBanking/SI/x_StandingInstruction.aspx;RetailBanking/Utilities/c_RepaymentSchedule.aspx
pr_b_getenddateofyear	5	HO,Inventory,RetailBanking	HO/Retailbanking/b_FinancialYear.aspx;Inventory/i_DepriciationCalculation.aspx;RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_b_getinwardclgfiledetails	5	RetailBanking	RetailBanking/Clearing/b_inwardClgFileUpdate.aspx;RetailBanking/Clearing/b_inwardClgFileV2.aspx;RetailBanking/Clearing/CTSChequeShifting.aspx;RetailBanking/Clearing/outward_clear.aspx;RetailBanking/Clearing/consclearing/outward_clear_v1.aspx
pr_b_rdfdreadyrecknor	5	RetailBanking	RetailBanking/b_RdFdReadyRecknor.aspx;RetailBanking/Account/depositAccount.aspx;RetailBanking/Account/SecurityInvestmentAccount.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_b_rdfdreadyrecknor_v3	5	RetailBanking	RetailBanking/b_RdFdReadyRecknor.aspx;RetailBanking/Account/depositAccount.aspx;RetailBanking/Account/SecurityInvestmentAccount.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_b_validategstin	5	HO,Inventory,RetailBanking	HO/VerifyDocuments.aspx;Inventory/i_Supplier.aspx;RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/Account/depositAccount.aspx
pr_c_loaninterestcalculation	5	RetailBanking	RetailBanking/LoanAndAdvances.aspx;RetailBanking/loanRepayment.aspx;RetailBanking/Account/c_LoanSecurity.aspx;RetailBanking/AgriLoan/AgriLoanAccClosing.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_cts_getaccballistforupdate	5	RetailBanking	RetailBanking/Clearing/b_inwardClgFileUpdate.aspx;RetailBanking/Clearing/b_inwardClgFileV2.aspx;RetailBanking/Clearing/CTSChequeShifting.aspx;RetailBanking/Clearing/outward_clear.aspx;RetailBanking/Clearing/consclearing/outward_clear_v1.aspx
pr_cts_getimagepath	5	RetailBanking	RetailBanking/Clearing/b_inwardClgFileUpdate.aspx;RetailBanking/Clearing/b_inwardClgFileV2.aspx;RetailBanking/Clearing/CTSChequeShifting.aspx;RetailBanking/Clearing/outward_clear.aspx;RetailBanking/Clearing/consclearing/outward_clear_v1.aspx
pr_ft_getifsccodedetails	5	RetailBanking	RetailBanking/g_IfscDetailView.aspx;RetailBanking/IMPS/IMPS_Outward.aspx;RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_g_getcitylist	5	HO,RetailBanking	HO/Bank/g_City.aspx;HO/ProjectFormulation/p_LoanCase_v1.aspx;RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/b_AccountEmployer.aspx;RetailBanking/Account/c_Loan.aspx
pr_i_getitemavlquantity	5	Inventory	Inventory/i_AssetSale.aspx;Inventory/i_AssetScrap.aspx;Inventory/i_InvAllocation.aspx;Inventory/i_InventoryRegister.aspx;Inventory/i_ItemPurchase.aspx
pr_p_getsqbranches	5	HO,RetailBanking	HO/ProjectFormulation/p_AnnexPre.aspx;HO/ProjectFormulation/p_Applicant.aspx;HO/ProjectFormulation/p_LoanCase_v1.aspx;RetailBanking/SearchUtility.aspx;RetailBanking/SMS/sms_registeredAccount.aspx
pr_re_fwaccountformatmasterproperty	5	Reconciliation	Reconciliation/re_FWImportEntityFile.aspx;Reconciliation/re_FWImportExcelFileMulti.aspx;Reconciliation/re_FWImportTextFile.aspx;Reconciliation/re_FWImportTextFileMulti.aspx;Reconciliation/re_FWSettlementImportMulti.aspx
pr_re_fwgetsettlementitemlist	5	Reconciliation	Reconciliation/re_FWImportEntityFile.aspx;Reconciliation/re_FWImportExcelFile.aspx;Reconciliation/re_FWImportExcelFileMulti.aspx;Reconciliation/re_FWSettlementImportMulti.aspx;Reconciliation/re_FWSettlementItemList.aspx
pr_re_fwsavetextfilestatuslog	5	Reconciliation	Reconciliation/re_FWForceReconciliation.aspx;Reconciliation/re_FWImportEntityFile.aspx;Reconciliation/re_FWImportSwitchExcelFile.aspx;Reconciliation/re_FWImportTextFile.aspx;Reconciliation/re_FWImportTextFileMulti.aspx
pr_re_fwtextfilevalidator	5	Reconciliation	Reconciliation/re_FWImportEJPoolTextFile.aspx;Reconciliation/re_FWImportEJPoolTextFileMulti.aspx;Reconciliation/re_FWImportEntityFile.aspx;Reconciliation/re_FWImportTextFile.aspx;Reconciliation/re_FWImportTextFileMulti.aspx
pr_x_checkddpoinstrumentno	5	RetailBanking	RetailBanking/Transaction/AccountDetailsView.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_x_fundtranprocessatcounter	5	RetailBanking	RetailBanking/RTGS/Iftas24By7Neft.aspx;RetailBanking/RTGS/RTGSImport.aspx;RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/RTGS/RTGSPaymentV3.aspx
pr_x_getaccountsagri	5	RetailBanking	RetailBanking/AgriLoan/AgriLoanAccClosing.aspx;RetailBanking/AgriLoan/c_AgriInsurance.aspx;RetailBanking/AgriLoan/c_LoandisbursementAgri.aspx;RetailBanking/AgriLoan/LoanRecovery.aspx;RetailBanking/AgriLoan/SocietyLoan.aspx
pr_x_getchargeconfigdetail	5	RetailBanking	RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_NonOprClaim.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx;RetailBanking/Transaction/x_SbCaRdAccountClosing.aspx
pr_x_getcurrentodlimit	5	RetailBanking	RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/RTGS/RTGSPaymentV2.aspx;RetailBanking/RTGS/RTGSPaymentV3.aspx;RetailBanking/Transaction/x_ManyToManyTransactionIBT_V1.aspx
pr_x_getecscrauthdet	5	RetailBanking	RetailBanking/Transaction/ECSCrDrBatchDet.aspx;RetailBanking/Transaction/x_AchSponsorTransactionPosting.aspx;RetailBanking/Transaction/x_MICRECSTransactionPosting.aspx;RetailBanking/Transaction/x_NonOprDepositPostPopup.aspx;RetailBanking/Transaction/x_NonOprDepositTrfPopup.aspx
pr_x_getrsqpigmydepositclientaccno	5	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_isallowforservicetax	5	RetailBanking	RetailBanking/BG/Bg_Issue.aspx;RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx;RetailBanking/Transaction/x_SbCaRdAccountClosing.aspx
pr_x_r_dormantaccountregister	5	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/Account/AccountReportSetting.aspx;Reports/RetailBanking/Clearing/ClearingReportSettings.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_x_r_getpassingdetails	5	RetailBanking	RetailBanking/Transaction/ECSCrDrBatchDet.aspx;RetailBanking/Transaction/x_ManyToManyTranPopUp.aspx;RetailBanking/Transaction/x_MICRECSPaymentTransactionPosting_v1.aspx;RetailBanking/Transaction/x_NonOprDepositPostPopup.aspx;RetailBanking/Transaction/x_NonOprDepositTrfPopup.aspx
pr_x_saveecsaccountmapping	5	HO,RetailBanking	HO/Retailbanking/x_MICREcsAccountMapping.aspx;RetailBanking/Transaction/x_MICRECSOACGenerateFilePopup.aspx;RetailBanking/Transaction/x_MICRECSPaymentProcessFile.aspx;RetailBanking/Transaction/x_MICRECSPaymentProcessFilePopup.aspx;RetailBanking/Transaction/x_MICRECSProcessFilePopup.aspx
pr_aml_getbranchdata	4	Reports	Reports/RetailBanking/AML/AML_WhiteListMarking.aspx;Reports/RetailBanking/AML/AmlWorkingDateReportsV1.aspx;Reports/RetailBanking/AML/AmlWorkingDateReportsV1_WithExcel.aspx;Reports/RetailBanking/AML/BranchAMLMarking.aspx
pr_atm_en_getreportdata	4	Reports,RetailBanking	Reports/SHGReport/SHGReport.aspx;RetailBanking/aadhar/ach_inward.aspx;RetailBanking/aadhar/apbs_inward.aspx;RetailBanking/ATM/atm_euronet_reports.aspx
pr_b_accountbalancing	4	Reports	Reports/RetailBanking/AccountBalancingReport.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_b_logmodification	4	RetailBanking	RetailBanking/Account/bankCurrentAccount.aspx;RetailBanking/Account/c_LoanSecurity.aspx;RetailBanking/Account/callDepositAccount.aspx;RetailBanking/Account/depositAccount.aspx
pr_b_logoldvalues	4	RetailBanking	RetailBanking/Account/bankCurrentAccount.aspx;RetailBanking/Account/c_LoanSecurity.aspx;RetailBanking/Account/callDepositAccount.aspx;RetailBanking/Account/depositAccount.aspx
pr_b_updatedepositintprovschedule	4	RetailBanking	RetailBanking/StatusModification.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx
pr_b_valicatergtstime	4	RetailBanking	RetailBanking/d_fdRtgsProcess.aspx;RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/RTGS/RTGSPaymentV3.aspx
pr_bw_getprocesslistlnccodintcalc	4	RetailBanking	RetailBanking/InterestActivity/FD/fd_int_calc_V1.aspx;RetailBanking/InterestActivity/lnccod/InterestRebate_calc.aspx;RetailBanking/InterestActivity/lnccod/lnccod_int_calc_V1.aspx;RetailBanking/InterestActivity/rd/rd_int_calc_V1.aspx
pr_c_checkexpirydate	4	RetailBanking	RetailBanking/Transaction/x_ManyToManyTransactionIBT_V1.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx;RetailBanking/Transaction/x_transactionv1.aspx
pr_c_getprioritylist	4	HO,RetailBanking	HO/ProjectFormulation/p_LoanCase_v1.aspx;RetailBanking/c_Priority.aspx;RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_c_getsecuritylist	4	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/Account/c_LoanSecurity.aspx;RetailBanking/BG/Bg_FdLineInfo.aspx
pr_c_reducingcclimit	4	RetailBanking	RetailBanking/c_ReducingCCLimit.aspx;RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/Account/c_ReducingCCRenewal.aspx
pr_d_getodfdaccounts	4	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_FdLineInfo.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/Account/c_MultiIRSlabUpdate.aspx
